catID	LG	locus	cM	best_model	best_loglike	epsilon	first_seg_pval	second_seg_pval	next_model	next_loglike
55598	21	55598_x1	58.779	AB	-3.911856128	0.01875	0.634333906	NA	AB_AB	-108.217583
55794	21	55794_x1	70.637	AB	-3.857718013	0.017857143	0.757026167	NA	AB_AB	-113.6330604
55876	21	55876_x1	14.497	AB	-3.929176977	0.017857143	0.642568809	NA	AB_AB	-113.7045194
56048	21	56048_x1	71.899	AB	-3.646224254	0	0.487566996	NA	AB_AB	-118.9749464
56141	21	56141_x1	63.528	AB	-3.799471702	0	0.404403307	NA	AB_AB	-123.2470768
56247	21	56247_x1	31.005	AB	-4.42347763	0	0.153214947	NA	AB_AB	-113.5738754
56595	21	56595_x1	31.005	AB	-3.362031299	0	0.938533405	NA	AB_AB	-118.6907535
56695	21	56695_x1	30.888	AB	-3.786279316	0.017857143	0.938533405	NA	AB_AB	-113.5616217
56858	21	56858_x1	46.098	AB	-3.560318103	0	0.593647461	NA	AB_AB	-121.6349622
57417	21	57417_x1	14.244	AB	-3.594838255	0	0.538426966	NA	AB_AB	-119.6100409
57619	21	57619_x1	60.372	AB	-4.014409227	0	0.278612069	NA	AB_AB	-118.6566509
57982	21	57982_x1	59.273	AB	-4.005367772	0	0.272783917	NA	AB_AB	-115.9016875
58088	21	58088_x1	41.938	AB	-3.336950115	0	0.937790586	NA	AB_AB	-115.9197503
58282	21	58282_x1	73.474	AB	-3.433942381	0	0.696340969	NA	AB_AB	-116.0167426
58726	21	58726_x1	22.35	AA_AB	-4.422318387	0.068571429	1	NA	AB_AB	-49.80807854
58813	21	58813_x1	14.497	AB	-3.518841825	0	0.584783499	NA	AB_AB	-116.1016421
58973	21	58973_x1	37.32	AB	-3.407375213	0	0.879198744	NA	AB_AB	-122.1684998
59136	21	59136_x1	14.378	AB	-5.161546181	0	0.058311931	NA	AB_AB	-106.7606586
5942	21	5942_x1	13.453	AB	-3.336950115	0	0.937790586	NA	AB_AB	-115.9197503
60024	21	60024_x1	30.652	AB	-3.273246396	0	0.738136803	NA	AB_AB	-101.4399564
60027	21	60027_x1	14.497	AB	-3.60460725	0	0.540811578	NA	AB_AB	-120.9927709
60224	21	60224_x1	62.86	AB	-3.729441426	0	0.447177877	NA	AB_AB	-122.4905661
60502	21	60502_x1	31.005	AB	-3.418296638	0	0.757026167	NA	AB_AB	-118.0605383
61134	21	61134_x1	58.948	AB	-3.518841825	0	0.584783499	NA	AB_AB	-116.1016421
61199	21	61199_x1	13.266	AB	-3.456726859	0	0.699797488	NA	AB_AB	-118.785449
61453	21	61453_x1	25.216	AB	-3.269851606	0	1	NA	AB_AB	-109.6743274
61497	21	61497_x1	31.005	AB	-3.295494036	0	0.872440803	NA	AB_AB	-109.6999699
61530	21	61530_x1	39.736	AB	-3.282878636	0	1	NA	AB_AB	-111.0603154
62722	21	62722_x1	24.5	AB	-3.358307522	0	0.876330684	NA	AB_AB	-116.6275882
63561	21	63561_x1	71.899	AB	-4.07499626	0.018404908	0.479615169	NA	AB_AB	-110.4315472
63647	21	63647_x1	71.092	AB	-3.69591854	0	0.436368228	NA	AB_AB	-116.9651993
63877	21	63877_x1	46.57	AB	-3.929176977	0.017857143	0.642568809	NA	AB_AB	-113.7045194
63968	21	63968_x1	63.528	AB	-3.721017602	0	0.444532857	NA	AB_AB	-121.1091813
64434	21	64434_x1	39.069	AB	-3.394671471	0	0.75416039	NA	AB_AB	-115.2909912
65229	21	65229_x1	62.274	AB	-3.65533557	0	0.490138567	NA	AB_AB	-120.3570187
65938	21	65938_x1	15.721	AB	-3.285929533	0	0.936220401	NA	AB_AB	-110.3768858
65955	21	65955_x1	74.035	AB	-4.138693061	0.018518519	0.430724655	NA	AB_AB	-109.8115975
66416	21	66416_x1	58.779	AB	-3.518841825	0	0.584783499	NA	AB_AB	-116.1016421
6665	21	6665_x1	62.96	AB	-3.50065104	0	0.644542212	NA	AB_AB	-119.5158537
66768	21	66768_x1	5.863	AB	-3.860779545	0	0.358834216	NA	AB_AB	-121.2489432
66789	21	66789_x1	65.046	AB	-4.286923613	0.018292683	0.347293209	NA	AB_AB	-111.3271589
66968	21	66968_x1	45.906	AB	-3.382781192	0	0.752688957	NA	AB_AB	-113.90614
67213	21	67213_x1	38.419	AB	-3.385457072	0	0.81596828	NA	AB_AB	-117.3412183
68437	21	68437_x1	31.005	AB	-5.394835129	0.009271523	0.806595996	NA	AB_AB	-108.8910222
68449	21	68449_x1	62.274	AB	-3.664458362	0	0.492672218	NA	AB_AB	-121.7391025
68456	21	68456_x1	51.636	AB	-3.88829985	0	0.291654451	NA	AB_AB	-108.2333342
69	21	69_x1	63.528	AB	-3.925057451	0	0.312974211	NA	AB_AB	-117.8808187
70773	21	70773_x1	63.528	AB	-3.721017602	0	0.444532857	NA	AB_AB	-121.1091813
71791	21	71791_x1	63.528	AB	-3.776586072	0	0.396133341	NA	AB_AB	-119.1053083
72364	21	72364_x1	64.561	AB	-3.618972042	0	0.479615169	NA	AB_AB	-114.8288113
7310	21	7310_x1	63.408	AB	-3.585065782	0	0.536005062	NA	AB_AB	-118.2273075
73732	21	73732_x1	0	AB	-3.929176977	0.017857143	0.642568809	NA	AB_AB	-113.7045194
74170	21	74170_x1	31.005	AB	-3.409561726	0	0.818105968	NA	AB_AB	-120.1112449
75812	21	75812_x1	63.528	AB	-3.769053203	0	0.393301297	NA	AB_AB	-117.7248144
75951	21	75951_x1	14.085	AB	-3.565513345	0	0.531045449	NA	AB_AB	-115.4618331
76222	21	76222_x1	25.802	AB	-3.39520105	0	0.878500471	NA	AB_AB	-120.7833647
78451	21	78451_x1	26.39	AB	-3.385457072	0	0.81596828	NA	AB_AB	-117.3412183
78668	21	78668_x1	63.713	AB	-3.840749487	0	0.350234365	NA	AB_AB	-117.1100302
83300	21	83300_x1	15.884	AB	-3.34685794	0	0.938533405	NA	AB_AB	-117.9890996
9039	21	9039_x1	71.899	AB	-3.529236698	0	0.587053564	NA	AB_AB	-117.4849979
9425	21	9425_x1	60.613	AB	-4.205464464	0	0.215551874	NA	AB_AB	-118.8477062
9539	21	9539_x1	40.781	AB	-3.646682521	0	0.418920525	NA	AB_AB	-108.6781974
Oke_U1021-102	21	Oke_U1021-102_x1	62.86	AB	-3.85363558	0.016304348	0.533544894	NA	AB_AB	-124.5748567
Oke_U505-112	21	Oke_U505-112_x1	5.863	AB	-3.719375152	0	0.312974211	NA	AB_AB	-130.0317852
109	22	109_x1	79.471	AB	-4.19921761	0	0.207179847	NA	AB_AB	-114.7225764
1106	22	1106_x1	89.609	AB	-5.358138136	0	0.053432405	NA	AB_AB	-120.6868603
11354	22	11354_x1	62.91	AB	-3.336536647	0	0.811456607	NA	AB_AB	-111.8004539
11506	22	11506_x1	28.404	AB	-5.389258586	0.018292683	0.084543058	NA	AB_AB	-112.4294939
12170	22	12170_x1	72.15	AB	-4.656856987	0	0.12368263	NA	AB_AB	-120.6720597
12192	22	12192_x1	60.633	AB	-3.362774366	0	1	NA	AB_AB	-120.0644575
12718	22	12718_x1	89.244	AB	-5.220886424	0	0.061378327	NA	AB_AB	-118.4901671
1283	22	1283_x1	62.91	AB	-3.594838255	0	0.538426966	NA	AB_AB	-119.6100409
13326	22	13326_x1	89.609	AB	-5.394511643	0	0.049172594	NA	AB_AB	-116.6043509
14383	22	14383_x1	32.725	AB	-4.731230364	0	0.091769229	NA	AB_AB	-101.5249793
14420	22	14420_x1	89.816	AB	-5.764496184	0	0.031386636	NA	AB_AB	-114.2284135
14732	22	14732_x1	72.15	AB	-4.656856987	0	0.12368263	NA	AB_AB	-120.6720597
17187	22	17187_x1	48.751	AB	-4.001040681	0	0.269821152	NA	AB_AB	-114.5243994
18328	22	18328_x1	23.79	AB	-5.911916695	0.01910828	0.044980164	NA	AB_AB	-108.1671734
1874	22	1874_x1	78.051	AB	-5.462685081	0	0.03702851	NA	AB_AB	-96.76459014
1951	22	1951_x1	89.816	AB	-5.518210628	0	0.038179442	NA	AB_AB	-105.7443621
20952	22	20952_x1	77.689	AB	-5.210905056	0	0.062962424	NA	AB_AB	-119.8531468
21305	22	21305_x1	72.15	AB	-4.539920645	0	0.13766165	NA	AB_AB	-117.1227209
21911	22	21911_x1	72.15	AB	-4.420468209	0	0.165979309	NA	AB_AB	-120.4356709
2253	22	2253_x1	28.404	AB	-4.422361161	0	0.155799901	NA	AB_AB	-114.9457199
2447	22	2447_x1	28.404	AB	-6.936715977	0.037974684	0.019945749	NA	AB_AB	-105.2153293
25557	22	25557_x1	89.244	AB	-5.877343847	0	0.028964849	NA	AB_AB	-119.1466246
25850	22	25850_x1	87.035	AB	-5.695948646	0	0.035799016	NA	AB_AB	-119.6517099
27154	22	27154_x1	62.91	AB	-3.421529469	0	0.819147252	NA	AB_AB	-121.4961736
2966	22	2966_x1	26.504	AB	-8.051939185	0.016470588	0.104911915	NA	AB_AB	-118.3737346
29800	22	29800_x1	12.976	AB	-3.497096853	0	0.512356477	NA	AB_AB	-105.7826897
30409	22	30409_x1	23.303	AB	-5.233596206	0.017964072	0.102832524	NA	AB_AB	-114.3251073
31022	22	31022_x1	89.609	AB	-4.923222983	0	0.088375808	NA	AB_AB	-119.5654647
31236	22	31236_x1	1.291	AB	-3.298796319	0	0.93662407	NA	AB_AB	-111.7627136
35193	22	35193_x1	48.185	AB	-3.919475539	0	0.310038563	NA	AB_AB	-116.5022758
35561	22	35561_x1	12.021	AB	-4.20319721	0	0.212785797	NA	AB_AB	-117.4724779
36594	22	36594_x1	88.567	AB	-6.220421739	0	0.019986107	NA	AB_AB	-120.8626634
36604	22	36604_x1	62.91	AB	-4.307295999	0	0.173290618	NA	AB_AB	-111.3982523
37035	22	37035_x1	89.609	AB	-4.544599567	0	0.132822533	NA	AB_AB	-114.3814778
40513	22	40513_x1	2.919	AB	-3.430033473	0	0.758421989	NA	AB_AB	-119.4452361
40652	22	40652_x1	89.816	AB	-5.076468925	0	0.072170986	NA	AB_AB	-117.6592692
41260	22	41260_x1	2.649	AA_AB	-6.151683999	0.173410405	0.937790586	NA	AB_AB	-37.27906399
41359	22	41359_x1	60.633	AB	-3.334209971	0	1	NA	AB_AB	-116.6034907
41371	22	41371_x1	0.53	AB	-3.456726859	0	0.699797488	NA	AB_AB	-118.785449
41769	22	41769_x1	28.404	AB	-3.286596399	0	0.806595996	NA	AB_AB	-106.2586698
41815	22	41815_x1	79.932	AB	-4.758830958	0	0.084812644	NA	AB_AB	-97.433697
41888	22	41888_x1	90.404	AB	-5.895964902	0	0.027988972	NA	AB_AB	-117.7922846
41980	22	41980_x1	79.588	AB	-4.666634872	0	0.116954402	NA	AB_AB	-116.5629546
42108	22	42108_x1	72.15	AB	-4.781892823	0	0.106986573	NA	AB_AB	-121.483576
42145	22	42145_x1	13.155	AB	-3.854032945	0	0.356004127	NA	AB_AB	-119.8692356
42382	22	42382_x1	7.146	AB	-3.732230566	0	0.378537017	NA	AB_AB	-110.8231869
43285	22	43285_x1	89.426	AB	-5.060093277	0	0.075669116	NA	AB_AB	-120.3888155
43322	22	43322_x1	28.404	AB	-6.246394834	0.035087719	0.045179604	NA	AB_AB	-113.333553
44471	22	44471_x1	11.902	AB	-3.575290552	0	0.533544894	NA	AB_AB	-116.8445713
44689	22	44689_x1	89.244	AB	-6.198807899	0	0.02074104	NA	AB_AB	-122.2140106
45042	22	45042_x1	31.601	AB	-5.052538708	0	0.077420638	NA	AB_AB	-121.7542219
4527	22	4527_x1	3.626	AB	-3.50065104	0	0.644542212	NA	AB_AB	-119.5158537
45317	22	45317_x1	89.609	AA_AB	-5.962357532	0.017857143	0.043902385	NA	AB_AB	-68.3705462
46936	22	46936_x1	23.013	AB	-4.31058606	0	0.189505272	NA	AB_AB	-119.6393082
47017	22	47017_x1	32.224	AB	-5.060093277	0	0.075669116	NA	AB_AB	-120.3888155
4717	22	4717_x2	6.685	AB_CD	-30.45551372	0.118921776	0.749665075	0.632184878	doubles	-99.00279903
48090	22	48090_x1	89.609	AB	-6.027050346	0	0.024968665	NA	AB_AB	-121.3557725
48815	22	48815_x1	85.889	AB	-6.351898246	0	0.017834406	NA	AB_AB	-124.4265424
49315	22	49315_x1	1.592	AB	-3.34685794	0	0.938533405	NA	AB_AB	-117.9890996
49369	22	49369_x1	4.172	AB	-3.256742913	0	0.93580892	NA	AB_AB	-108.2882578
501	22	501_x1	6.685	AB	-3.776586072	0	0.396133341	NA	AB_AB	-119.1053083
50245	22	50245_x1	13.155	AB	-3.936509167	0	0.318741284	NA	AB_AB	-120.6381923
50468	22	50468_x1	89.609	AB	-4.544599567	0	0.132822533	NA	AB_AB	-114.3814778
50475	22	50475_x1	49.331	AB	-4.072583699	0.01863354	0.476882159	NA	AB_AB	-109.0618799
50717	22	50717_x1	28.404	AB	-5.680425738	0	0.036926804	NA	AB_AB	-121.0091479
5080	22	5080_x1	58.553	AB	-3.358307522	0	0.876330684	NA	AB_AB	-116.6275882
51134	22	51134_x1	28.404	AB	-5.358138136	0	0.053432405	NA	AB_AB	-120.6868603
52741	22	52741_x1	44.723	AB	-3.913995521	0	0.307067333	NA	AB_AB	-115.1238348
53532	22	53532_x1	89.609	AB	-5.695948646	0	0.035799016	NA	AB_AB	-119.6517099
53836	22	53836_x1	89.609	AB	-5.551124416	0	0.041372423	NA	AB_AB	-117.4474442
54104	22	54104_x1	45.447	AB	-4.145400017	0.017647059	0.441850168	NA	AB_AB	-115.2885116
54629	22	54629_x1	3.085	AB	-3.350196841	0	1	NA	AB_AB	-118.678919
55358	22	55358_x1	31.983	AB	-4.659805533	0	0.121448021	NA	AB_AB	-119.3020472
55364	22	55364_x1	72.15	AB	-4.659805533	0	0.121448021	NA	AB_AB	-119.3020472
55407	22	55407_x1	3.21	AB	-5.398016083	0.008484848	1	NA	AB_AB	-118.5868348
55444	22	55444_x1	30.728	AB	-4.911426327	0	0.092203605	NA	AB_AB	-122.29959
56395	22	56395_x1	3.401	AB	-3.489755602	0	0.642568809	NA	AB_AB	-118.1319973
56477	22	56477_x1	72.15	AB	-4.420468209	0	0.165979309	NA	AB_AB	-120.4356709
56888	22	56888_x1	89.609	AB	-5.651150912	0	0.039209227	NA	AB_AB	-123.7257951
57003	22	57003_x1	85.889	AB	-6.554411399	0	0.01416227	NA	AB_AB	-123.9425751
57013	22	57013_x1	62.91	AB	-3.39520105	0	0.878500471	NA	AB_AB	-120.7833647
57328	22	57328_x1	12.135	AB	-3.370837774	0	0.751190792	NA	AB_AB	-112.5212356
5735	22	5735_x1	78.462	AB	-5.650326431	0.017857143	0.062962424	NA	AB_AB	-115.4256689
57495	22	57495_x1	12.541	AB	-4.457147764	0	0.123774825	NA	AB_AB	-98.50497478
575	22	575_x1	12.021	AB	-4.023931185	0	0.284313658	NA	AB_AB	-121.4120948
58577	22	58577_x1	7.975	AB	-4.421512414	0	0.158368898	NA	AB_AB	-116.3178322
58681	22	58681_x1	62.91	AB	-3.362774366	0	1	NA	AB_AB	-120.0644575
58685	22	58685_x1	21.582	AB	-4.436474831	0	0.137377766	NA	AB_AB	-105.3491067
59126	22	59126_x1	28.404	AA_BC	-15.34875017	0.097109827	0.114695943	NA	AB_AC	-107.9675878
5937	22	5937_x1	50.174	AB	-3.47934904	0	0.703138689	NA	AB_AB	-121.5539932
59720	22	59720_x1	20.985	AB	-4.666634872	0	0.116954402	NA	AB_AB	-116.5629546
5977	22	5977_x1	78.996	AB	-3.964036294	0	0.234931503	NA	AB_AB	-99.38482429
59879	22	59879_x1	48.185	AB	-3.791797784	0	0.401683537	NA	AB_AB	-121.8664419
61659	22	61659_x1	89.244	AB	-6.133403697	0	0.020753739	NA	AB_AB	-114.597321
61858	22	61858_x1	72.15	AB	-4.420920694	0	0.160921846	NA	AB_AB	-117.6902014
61930	22	61930_x1	26.622	AB	-5.812475293	0.017964072	0.052005755	NA	AB_AB	-114.9039864
61949	22	61949_x1	28.404	AB	-5.045286478	0.034883721	0.192136465	NA	AB_AB	-112.8105337
62433	22	62433_x1	62.91	AB	-3.382781192	0	0.752688957	NA	AB_AB	-113.90614
62647	22	62647_x1	89.71	AB	-5.094645904	0	0.068682292	NA	AB_AB	-114.9315242
62651	22	62651_x1	32.34	AB	-4.420468209	0	0.165979309	NA	AB_AB	-120.4356709
62653	22	62653_x1	89.609	AB	-4.801219114	0	0.098660883	NA	AB_AB	-116.0110584
62804	22	62804_x1	50.585	AB	-5.535826953	0.008092486	0.703138689	NA	AB_AB	-124.2599532
62872	22	62872_x1	72.15	AB	-5.060093277	0	0.075669116	NA	AB_AB	-120.3888155
63374	22	63374_x1	76.996	AB	-5.045385411	0	0.079173258	NA	AB_AB	-123.1200296
63489	22	63489_x1	89.816	AB	-5.522936157	0	0.043902385	NA	AB_AB	-120.1651779
64160	22	64160_x1	13.314	AB	-4.205464464	0	0.215551874	NA	AB_AB	-118.8477062
6418	22	6418_x1	0.864	AB	-3.418296638	0	0.757026167	NA	AB_AB	-118.0605383
65150	22	65150_x1	87.487	AB	-5.842132955	0	0.030947735	NA	AB_AB	-121.8573356
65252	22	65252_x1	32.224	AB	-4.777906045	0	0.109056188	NA	AB_AB	-122.8525502
65670	22	65670_x1	60.633	AB	-3.34685794	0	0.938533405	NA	AB_AB	-117.9890996
66036	22	66036_x1	62.91	AB	-3.39520105	0	0.878500471	NA	AB_AB	-120.7833647
66167	22	66167_x1	77.351	AB	-5.369732909	0	0.052005755	NA	AB_AB	-119.3254941
66367	22	66367_x1	60.232	AB	-3.324304818	0	0.937408934	NA	AB_AB	-114.5341441
66997	22	66997_x1	2.11	AB	-3.434826084	0	0.632184878	NA	AB_AB	-111.2122629
68079	22	68079_x1	89.609	AB	-6.157094506	0	0.019945749	NA	AB_AB	-113.2480508
68111	22	68111_x1	72.15	AB	-4.536392728	0	0.142453346	NA	AB_AB	-119.8651149
6854	22	6854_x1	3.085	AA_BC	-9.969790451	0.056321839	0.757026167	NA	AB_AC	-112.7080624
688	22	688_x1	48.449	AB	-3.298796319	0	0.93662407	NA	AB_AB	-111.7627136
69015	22	69015_x1	32.224	AB	-5.052538708	0	0.077420638	NA	AB_AB	-121.7542219
69338	22	69338_x1	89.609	AB	-5.389258586	0.018292683	0.084543058	NA	AB_AB	-112.4294939
69528	22	69528_x1	89.918	AB	-4.428549152	0	0.14536555	NA	AB_AB	-109.460064
69907	22	69907_x1	29.57	AA_AB	-6.09814415	0.035294118	0.053432405	NA	AB_AB	-65.14012876
70287	22	70287_x1	24.695	AB	-7.900427199	0.009032258	0.029245569	NA	AB_AB	-114.1667547
70304	22	70304_x1	76.74	AB	-4.917140085	0	0.090290515	NA	AB_AB	-120.9323428
70388	22	70388_x1	31.182	AB	-4.420575844	0	0.16345867	NA	AB_AB	-119.0628175
70602	22	70602_x1	59.49	AB	-3.419380282	0	0.488022344	NA	AB_AB	-94.72128535
71290	22	71290_x1	89.244	AB	-5.581732806	0	0.038877995	NA	AB_AB	-114.7321306
7139	22	7139_x1	7.631	AB	-3.704254299	0	0.439128929	NA	AB_AB	-118.346496
7331	22	7331_x1	90.054	AB	-5.551124416	0	0.041372423	NA	AB_AB	-117.4474442
73443	22	73443_x1	85.889	AB	-5.842132955	0	0.030947735	NA	AB_AB	-121.8573356
74947	22	74947_x1	72.15	AB	-4.92968941	0	0.086459858	NA	AB_AB	-118.1989701
75219	22	75219_x1	89.609	AB	-4.917140085	0	0.090290515	NA	AB_AB	-120.9323428
7603	22	7603_x1	0	AB	-3.445627518	0	0.567775488	NA	AB_AB	-106.4177009
76875	22	76875_x1	22.413	AB	-6.110562005	0	0.02157383	NA	AB_AB	-115.9474403
78590	22	78590_x1	86.853	AB	-5.536739374	0	0.042633183	NA	AB_AB	-118.8060201
78611	22	78611_x1	12.021	AB	-4.286811671	0.017647059	0.356004127	NA	AB_AB	-115.4299233
8050	22	8050_x1	89.244	AB	-5.842132955	0	0.030947735	NA	AB_AB	-121.8573356
8071	22	8071_x1	89.816	AB	-5.522936157	0	0.043902385	NA	AB_AB	-120.1651779
8387	22	8387_x1	90.196	AB	-5.358138136	0	0.053432405	NA	AB_AB	-120.6868603
8448	22	8448_x1	6.685	AB	-3.860779545	0	0.358834216	NA	AB_AB	-121.2489432
85361	22	85361_x1	30.086	AB	-5.367562932	0	0.044372935	NA	AB_AB	-103.5342729
9921	22	9921_x1	91.429	AA_AB	-3.799471702	0	0.404403307	NA	AB_AB	-59.40439133
Oke_ccd16-77	22	Oke_ccd16-77_x1	85.889	AB	-5.892158369	0	0.010212663	NA	AB_AB	-132.2045684
Oke_lactb2-71	22	Oke_lactb2-71_x1	58.684	AB	-3.459786669	0	0.587053564	NA	AB_AB	-129.7721967
Oke_U2048-91	22	Oke_U2048-91_x1	89.609	AB	-5.576038362	0	0.015868784	NA	AB_AB	-131.8884484
Oke_U504-228	22	Oke_U504-228_x1	13.155	AB	-4.532161919	0	0.186853822	NA	AB_AB	-130.8445719
1010	23	1010_x1	59.16	AB	-3.630628246	0	0.412742559	NA	AB_AB	-105.9162211
10620	23	10620_x1	3.459	AB	-3.430033473	0	0.758421989	NA	AB_AB	-119.4452361
10739	23	10739_x1	4.149	AB	-3.37331776	0	0.814870781	NA	AB_AB	-115.956118
1116	23	1116_x1	74.955	AB	-5.358138136	0	0.053432405	NA	AB_AB	-120.6868603
11628	23	11628_x1	75.073	AB	-5.043605049	0	0.063537199	NA	AB_AB	-101.837354
12456	23	12456_x1	51.757	AA_AB	-10.22565234	0.185185185	0.007234543	NA	AB_AB	-49.24050686
12907	23	12907_x1	58.436	AB	-4.307469774	0	0.178777268	NA	AB_AB	-114.144348
13424	23	13424_x1	31.17	AB	-4.685426075	0.019736842	0.19272591	NA	AB_AB	-103.5240563
13472	23	13472_x1	13.468	AB	-3.960665783	0.01863354	0.580129206	NA	AB_AB	-108.949962
13930	23	13930_x1	4.78	AB	-3.359435465	0	1	NA	AB_AB	-119.3746381
14881	23	14881_x1	3.459	AB	-3.349525063	0	0.938165342	NA	AB_AB	-117.3052863
14905	23	14905_x1	13.25	AB	-3.467874875	0	0.638521549	NA	AB_AB	-115.3641946
1616	23	1616_x1	12.835	AB	-3.359435465	0	1	NA	AB_AB	-119.3746381
16283	23	16283_x1	13.822	AB	-3.498002025	0	0.580129206	NA	AB_AB	-113.3348803
16485	23	16485_x1	41.545	AB	-3.834219516	0	0.347293209	NA	AB_AB	-115.7305393
16711	23	16711_x1	4.678	AB	-3.409561726	0	0.818105968	NA	AB_AB	-120.1112449
16799	23	16799_x1	73.556	AB	-5.231354029	0	0.059798914	NA	AB_AB	-117.1276738
17638	23	17638_x1	49.395	AB	-3.936509167	0	0.318741284	NA	AB_AB	-120.6381923
17950	23	17950_x1	12.943	AB	-3.862812199	0.017647059	0.758421989	NA	AB_AB	-115.0059238
18118	23	18118_x1	12.943	AB	-3.511516827	0	0.646483345	NA	AB_AB	-120.8996805
1878	23	1878_x1	12.943	AB	-3.468057932	0	0.7014821	NA	AB_AB	-120.1697411
18991	23	18991_x1	59.16	AB	-3.628041117	0	0.482306288	NA	AB_AB	-116.2108413
1922	23	1922_x1	22.401	AB	-4.201112349	0	0.209995187	NA	AB_AB	-116.0974321
19393	23	19393_x1	75.431	AB	-5.695948646	0	0.035799016	NA	AB_AB	-119.6517099
20365	23	20365_x1	50.339	AB	-4.19921761	0	0.207179847	NA	AB_AB	-114.7225764
20531	23	20531_x1	23.03	AB	-4.640685492	0.017647059	0.218293622	NA	AB_AB	-115.7837971
22596	23	22596_x1	28.389	AB	-4.132576824	0.019480519	0.418920525	NA	AB_AB	-104.3377308
22632	23	22632_x1	18.312	AB	-3.445355214	0	0.698084055	NA	AB_AB	-117.4011164
23713	23	23713_x1	12.943	AB	-3.803927498	0.01754386	0.938894974	NA	AB_AB	-115.6309761
23757	23	23757_x1	74.955	AB	-4.781892823	0	0.106986573	NA	AB_AB	-121.483576
24139	23	24139_x1	42.82	AB	-3.679348955	0	0.430724655	NA	AB_AB	-114.2027077
2418	23	2418_x1	74.15	AB	-5.651150912	0	0.039209227	NA	AB_AB	-123.7257951
25157	23	25157_x1	4.78	AB	-3.384385695	0	0.939599372	NA	AB_AB	-122.1455103
2540	23	2540_x1	5.382	AB	-3.792267447	0.017964072	0.938165342	NA	AB_AB	-112.8837785
25591	23	25591_x1	22.401	AB	-4.019112695	0	0.281478442	NA	AB_AB	-120.0343154
25733	23	25733_x1	4.448	AB	-3.359435465	0	1	NA	AB_AB	-119.3746381
26101	23	26101_x1	23.148	AB	-4.192021493	0	0.18676537	NA	AB_AB	-105.1046534
26236	23	26236_x1	16.975	AA_AB	-5.242180783	0.020833333	0.09408333	NA	AB_AB	-57.42767734
27610	23	27610_x1	3.459	AB	-3.362031299	0	0.938533405	NA	AB_AB	-118.6907535
2781	23	2781_x1	3.338	AB	-3.349525063	0	0.938165342	NA	AB_AB	-117.3052863
29476	23	29476_x1	3.338	AB	-3.286217537	0	1	NA	AB_AB	-111.7501348
30748	23	30748_x1	12.943	AB	-3.385457072	0	0.81596828	NA	AB_AB	-117.3412183
31241	23	31241_x1	3.56	AB	-3.798585404	0.018292683	0.875581173	NA	AB_AB	-110.8388207
3333	23	3333_x1	71.113	AA_AB	-5.031971143	0.052023121	0.249886032	NA	AB_AB	-47.46960706
3864	23	3864_x1	19.226	AB	-3.664458362	0	0.492672218	NA	AB_AB	-121.7391025
40564	23	40564_x1	8.267	AB	-3.445355214	0	0.698084055	NA	AB_AB	-117.4011164
40595	23	40595_x1	3.459	AB	-3.217676545	0	0.867249907	NA	AB_AB	-101.3843865
40801	23	40801_x1	9.754	AB	-3.246856071	0	0.934961486	NA	AB_AB	-106.2189295
41312	23	41312_x1	74.384	AB	-5.369732909	0	0.052005755	NA	AB_AB	-119.3254941
4261	23	4261_x1	12.943	AB	-3.295826051	0	1	NA	AB_AB	-112.4462238
42999	23	42999_x1	59.16	AB	-4.651833873	0	0.128126216	NA	AB_AB	-123.4129585
43708	23	43708_x1	3.338	AB	-3.362031299	0	0.938533405	NA	AB_AB	-118.6907535
45256	23	45256_x1	6.368	AB	-3.410990648	0	0.692762349	NA	AB_AB	-113.2478689
46132	23	46132_x1	75.262	AB	-5.026466215	0.01910828	0.127937676	NA	AB_AB	-107.2817229
46469	23	46469_x1	75.431	AB	-5.369732909	0	0.052005755	NA	AB_AB	-119.3254941
46774	23	46774_x1	72.905	AB	-5.076468925	0	0.072170986	NA	AB_AB	-117.6592692
46854	23	46854_x1	74.955	AB	-5.468198635	0.01734104	0.079173258	NA	AB_AB	-118.663224
47374	23	47374_x1	25.907	AB	-4.193610736	0	0.174532449	NA	AB_AB	-99.61439873
47599	23	47599_x1	45.673	AB	-3.75414682	0	0.387519085	NA	AB_AB	-114.9639861
47941	23	47941_x1	20.261	AB	-3.919475539	0	0.310038563	NA	AB_AB	-116.5022758
48869	23	48869_x1	31.611	AB	-4.207906767	0	0.218293622	NA	AB_AB	-120.2231094
4943	23	4943_x1	75.431	AB	-6.198807899	0	0.02074104	NA	AB_AB	-122.2140106
49594	23	49594_x1	3.459	AB	-3.358307522	0	0.876330684	NA	AB_AB	-116.6275882
51181	23	51181_x1	3.459	AB	-3.358307522	0	0.876330684	NA	AB_AB	-116.6275882
51197	23	51197_x1	5.885	AB	-3.349525063	0	0.938165342	NA	AB_AB	-117.3052863
51221	23	51221_x1	73.91	AB	-5.085323365	0	0.070425233	NA	AB_AB	-116.2951626
51597	23	51597_x1	3.459	AB	-3.397537988	0	0.817046489	NA	AB_AB	-118.7262602
52142	23	52142_x1	3.459	AB	-3.386843911	0	0.939250235	NA	AB_AB	-121.4614881
52336	23	52336_x1	30.495	AB	-4.980760865	0.017964072	0.140063518	NA	AB_AB	-114.072272
52889	23	52889_x1	2.929	AB	-3.374470406	0	0.938894974	NA	AB_AB	-120.0761536
