Marker	fam_08_LG	fam_08_cM
68383_x1	20	13.922
56991_x1	26	1.842
Oke_zn593-152_x1	8	4.055
46003_x1	35	108.095
3066_x1	25	70.003
59892_x1	9	10.678
59834_x1	12	131.336
68096_x1	30	57.107
62792_x1	7	45.816
4094_x1	29	32.382
6036_x1	3	107.975
10950_x1	16	71.889
26001_x1	5	10.252
51302_x1	29	61.773
5826_x1	2	119.939
12192_x1	18	30.796
71956_x1	9	158.866
18690_x1	8	103.709
41557_x1	35	25.168
4984_x1	3	2.533
74544_x1	26	38.389
47729_x1	19	26.39
11056_x1	2	42.619
25686_x1	12	9.175
6241_x1	26	9.037
57985_x1	15	21.178
2947_x1	10	67.325
61835_x1	37	66.542
84288_x1	15	1.539
47727_x1	13	8.033
57521_x1	21	132.84
56595_x1	19	31.005
55971_x1	20	45.86
51256_x1	5	13.027
35236_x1	1	4.923
3115_x1	21	75.961
9506_x1	4	115.977
32057_x1	28	46.37
45638_x1	35	59.615
57417_x1	19	14.244
76666_x1	22	55.546
5201_x1	11	108.566
76761_x1	3	59.699
11998_x1	33	71.413
14593_x1	12	5.595
56108_x1	23	68.735
68027_x1	4	16.989
67997_x1	37	1.178
3386_x1	10	0.87
10144_x1	16	2.265
59408_x1	12	148.885
53204_x1	6	34.619
37505_x1	6	89.828
1704_x1	4	9.482
50829_x1	22	56.333
8441_x1	33	46.91
70118_x1	32	54.192
61022_x1	28	55.556
9898_x1	37	43.767
16132_x1	35	38.045
61190_x1	6	7.914
5456_x1	21	128.212
72505_x1	2	2.758
58564_x1	8	79.018
56591_x1	2	127.546
18694_x1	14	29.036
63793_x1	8	44.685
60128_x1	37	43.767
17813_x1	2	90.817
57352_x1	2	62.652
7828_x1	36	1.478
55110_x1	3	1.955
61831_x1	33	59.119
53197_x1	21	17.806
733_x1	6	0.974
72503_x1	3	140.325
2429_x1	1	128.547
11561_x1	32	46.391
47463_x1	1	1.513
2412_x1	3	0.716
11892_x1	13	61.065
53327_x1	2	138.045
12577_x1	3	15.066
58518_x1	22	56.657
49042_x1	31	0
51833_x1	6	0.859
220_x1	9	58.906
56208_x1	4	1.161
25850_x1	18	4.394
60901_x1	8	97.48
48923_x1	3	146.834
44521_x1	5	122.707
43790_x1	8	99.936
38965_x1	2	1.773
49251_x1	3	1.069
73048_x1	23	64.455
6382_x1	5	7.658
51029_x1	20	0
78105_x1	7	74.602
29637_x1	2	98.33
74410_x1	16	60.895
25156_x1	17	0.888
68778_x1	8	61.48
76821_x2	37	44.348
29596_x1	6	20.795
55864_x1	21	71.098
10880_x1	20	14.297
40028_x1	5	26.184
74416_x1	3	60.079
10980_x1	19	63.148
6390_x1	26	15.787
54457_x1	22	33.817
57754_x1	28	64.292
73621_x1	34	33.638
14602_x1	4	141.548
55114_x1	16	4.823
20800_x1	31	20.236
31574_x1	15	36.266
3417_x1	1	79.564
60875_x1	7	7.122
69788_x1	6	35.863
8332_x1	14	51.695
10268_x1	13	24.836
17052_x1	12	101.287
46389_x1	6	90.275
46056_x1	4	123.987
14905_x1	24	13.25
75623_x1	11	128.118
2911_x1	28	61.523
68588_x1	21	13.698
6778_x1	2	51.45
74025_x1	24	13.091
29976_x1	12	9.525
57562_x1	36	58.116
59205_x1	10	118.07
36153_x1	29	22.539
55556_x1	10	116.329
4046_x1	12	65.894
69726_x1	35	29.705
56477_x1	18	19.279
18046_x1	3	145.617
16456_x1	37	11.724
45891_x1	5	16.621
7981_x1	4	115.131
5703_x1	22	60.701
3421_x1	3	80.969
20430_x1	21	118.833
40321_x1	16	97.158
75161_x1	20	40.579
43826_x1	14	52.427
12027_x1	29	4.284
64160_x1	18	78.115
63489_x1	18	1.613
566_x1	10	58.792
9404_x1	11	122.776
29384_x1	3	140.221
13169_x1	32	75.37
53244_x2	33	65.447
64251_x1	5	146.312
72286_x1	12	115.988
78716_x1	5	19.059
60776_x1	9	164.997
9099_x1	17	10.697
56370_x1	1	127.699
63986_x1	30	21.458
70457_x1	5	19.205
77504_x1	34	61.718
48504_x1	33	16.308
75738_x1	9	10.678
56384_x1	20	13.922
18260_x1	7	72.219
58072_x1	1	8.486
11190_x1	32	78.792
60774_x1	11	128.005
58134_x1	8	1.516
53015_x1	22	9.83
66690_x1	4	129.714
5082_x1	6	32.905
29760_x1	35	29.254
58859_x1	25	70.549
71604_x1	2	15.902
40173_x1	32	17.474
50866_x1	22	56.536
47208_x1	23	69.577
59542_x1	23	69.577
17837_x1	2	120.917
2067_x1	4	33.431
53062_x1	23	7.29
48713_x1	10	24.964
37573_x1	9	71.973
77170_x1	11	128.118
21485_x1	29	31.401
50604_x1	2	120.548
5494_x1	10	2.476
56018_x1	8	119.507
27292_x1	13	71.871
31401_x1	23	28.529
34057_x1	17	26.642
26129_x1	21	136.201
77168_x1	5	66.849
19025_x1	33	48.163
58366_x1	8	5.79
52513_x1	13	35.856
15436_x1	11	20.536
62927_x1	8	99.182
49040_x1	11	20.536
8264_x1	2	68.162
40595_x1	24	3.459
22911_x1	25	70.223
53773_x1	7	140.344
47161_x1	8	115.606
931_x1	15	7.184
46329_x1	2	2.758
64046_x1	21	38.706
77155_x1	4	11.827
2269_x1	2	22.821
78388_x1	10	57.87
66926_x1	11	64.389
44482_x1	7	128.314
65253_x2	33	76.199
65253_x1	12	137.397
54982_x1	3	131.714
32646_x1	9	156.425
77153_x1	26	1.076
21548_x1	4	46.348
57036_x1	27	64.157
47084_x1	32	93.205
24475_x1	14	38.283
44153_x1	4	110.142
71299_x1	2	117.075
13925_x1	22	55.779
58357_x1	28	61.67
4731_x1	17	7.873
75812_x1	19	63.528
39237_x1	23	62.294
45404_x1	26	62.785
57432_x1	2	74.312
74994_x1	6	39.963
76687_x1	20	19.92
45568_x1	21	126.456
44584_x1	15	6.013
34342_x1	4	70.656
43100_x1	34	2.443
57829_x1	1	18.273
54676_x1	11	128.301
64490_x1	22	22.55
27538_x1	34	67.091
51329_x1	4	24.018
18837_x1	6	0.721
15252_x1	9	156.425
15252_x2	4	137.277
19357_x1	22	14.245
45794_x1	33	72.663
6523_x1	29	57.519
61880_x1	9	104.531
26587_x1	8	77.303
4625_x1	8	122.019
7015_x1	28	33.075
19771_x1	29	38.11
58631_x1	7	118.082
21860_x1	5	45.556
41752_x1	4	131.542
43083_x1	7	5.384
5873_x1	2	131.113
49330_x1	26	5.482
19106_x1	10	10.498
284_x1	11	103.741
73039_x1	35	41.363
16283_x1	24	13.822
32314_x1	11	128.005
55632_x1	24	57.632
2753_x1	26	21.997
58920_x1	25	0
55230_x1	3	20.128
31074_x1	14	29.885
62357_x1	11	116.308
60053_x1	24	75.711
48955_x1	29	54.22
9425_x1	19	60.613
37153_x1	33	85.235
70843_x1	14	96.976
11242_x1	13	24.095
47080_x1	1	74.719
41946_x1	6	106.452
65200_x1	30	7.266
43106_x1	5	78.173
66768_x1	19	5.863
50345_x1	3	132.796
37068_x1	34	48.578
64434_x1	19	39.069
2827_x1	9	13.155
2215_x1	14	47.4
41940_x1	3	142.556
15523_x1	1	48.082
43104_x1	35	89.738
71025_x1	24	32.403
3745_x1	1	4.923
4509_x1	15	21.178
46427_x1	9	122.275
72715_x2	2	153.571
72715_x1	21	5.719
41460_x1	23	68.086
10460_x1	15	15.177
78018_x1	22	0
49934_x1	32	82.444
3812_x1	30	17.425
78664_x1	17	21.547
21239_x1	11	76.325
50017_x1	4	9.149
59020_x1	12	146.313
54161_x1	12	70.701
43455_x1	15	27.898
4691_x1	14	114.7
48385_x1	5	5.457
45559_x1	20	57.717
6335_x1	36	68.498
61689_x1	12	135.378
16799_x1	24	73.556
57961_x1	3	15.463
62924_x1	7	67.113
78434_x1	3	136.039
43291_x1	2	64.611
6920_x1	17	0.888
54479_x1	15	8.343
13896_x1	28	53.39
69289_x1	7	8.528
29376_x1	3	7.498
4925_x1	35	87.459
30743_x1	7	6.911
1399_x1	8	42.806
60321_x1	9	84.979
1106_x1	18	1.82
7644_x1	3	119.645
51658_x1	2	107.024
77473_x1	3	78.759
7451_x1	9	162.978
25046_x1	14	103.435
41653_x1	30	57.107
12215_x1	34	11.993
70614_x1	28	16.914
47215_x1	5	141.536
43794_x1	19	26.39
70393_x1	30	5.847
Oke_U1021-102_x1	19	62.86
21661_x1	35	29.992
11781_x1	4	12.22
45697_x1	2	5.945
20392_x1	20	1.101
3855_x1	25	68.162
11704_x1	37	66.542
11704_x2	8	114.594
23976_x1	21	100.381
1450_x1	2	37.782
10548_x1	4	137.277
60373_x1	12	124.184
71622_x1	29	60.323
24818_x1	21	59.75
22634_x1	27	8.375
48136_x1	16	32.52
35395_x1	11	103.498
8166_x1	34	25.252
68321_x1	3	11.513
15911_x1	15	0.983
63302_x1	8	80.555
11537_x1	2	68.162
65027_x1	28	61.227
1621_x1	25	50.242
3597_x1	6	90.964
52647_x1	25	1.013
14361_x1	8	72.367
60552_x1	14	39.06
71790_x1	24	70.835
76121_x1	16	5.45
10384_x1	31	1.657
69798_x1	21	17.133
2088_x1	6	70.107
23053_x1	29	51.63
43478_x1	2	22.309
54692_x1	32	24.549
53558_x1	24	41.658
43752_x1	37	34.333
38934_x1	14	48.057
59516_x1	10	7.759
10061_x1	12	122.855
11931_x1	5	145.178
10546_x1	14	119.911
53244_x1	12	140.89
46706_x1	23	27.667
62110_x1	1	54.99
66481_x1	3	141.817
47017_x1	18	59.205
27485_x1	30	6.8
62659_x1	11	69.881
60234_x1	23	62.188
29907_x1	32	92.628
79254_x1	15	36.512
10230_x1	12	30.42
42217_x1	15	1.539
7032_x1	1	1.329
7942_x1	21	67.477
77848_x1	15	1.539
25085_x1	5	24.953
27173_x1	27	50.78
70715_x1	7	110.204
2082_x1	8	13.909
23162_x1	20	68.565
20455_x1	25	57.017
70972_x1	14	42.176
5272_x1	37	23.835
57665_x1	32	81.851
14845_x1	19	72.348
44841_x1	3	1.618
73777_x1	28	21.807
40314_x1	2	124.686
57923_x1	32	74.471
53836_x1	18	1.82
42131_x1	3	10.479
56194_x1	32	54.801
53228_x1	5	6.748
19184_x1	3	109.342
63143_x1	25	25.986
5546_x1	8	26.383
71883_x1	14	17.851
37616_x1	1	88.112
56857_x1	27	30.129
36329_x1	25	62.187
42833_x1	7	127.664
47439_x1	3	105.024
61578_x1	22	54.871
31893_x1	9	151.125
41315_x1	4	137.277
41315_x2	9	158.716
72048_x1	20	47.069
59525_x1	17	0.888
84181_x1	3	138.369
76264_x1	8	112.293
50205_x1	14	95.081
8313_x1	13	49.157
43993_x1	33	56.799
72358_x1	11	71.27
54073_x1	6	35.718
68458_x1	22	19.128
40652_x1	18	1.613
82530_x1	24	49.862
34069_x1	9	31.816
43449_x1	5	25.755
63091_x1	26	46.793
43240_x1	23	45.758
27482_x1	17	5.572
6798_x1	35	83.267
55602_x1	12	140.89
55416_x1	23	8.072
42986_x1	7	117.51
56855_x1	8	44.685
75739_x1	4	8.973
67228_x1	20	59.858
36969_x1	6	100.676
36232_x1	8	39.291
40564_x1	24	8.267
55142_x1	24	7.792
63147_x1	7	98.731
46132_x1	24	75.262
12672_x1	6	122.262
2722_x1	3	11.776
45591_x1	21	71.223
27154_x1	18	28.519
28049_x1	25	26.844
70583_x1	15	36.512
14523_x1	15	5.464
56354_x1	6	68.374
47640_x1	14	84.107
3547_x1	3	68.476
68456_x1	19	51.636
60345_x1	26	34.93
Oke_U2042-61_x1	11	24.777
41114_x1	3	60.777
49367_x1	2	5.945
53097_x1	12	127.859
44982_x1	12	30.557
25223_x1	26	12.928
33165_x1	13	0.449
61801_x1	26	42.194
77826_x1	9	139.543
59495_x1	3	61.524
Oke_U2005-62_x1	10	13.098
66413_x1	7	18.939
62366_x1	30	50.747
1849_x1	17	3.868
77563_x1	5	107.915
58251_x1	11	128.118
34315_x1	17	21.916
74763_x1	32	86.76
3285_x1	10	1.141
22899_x1	22	43.727
27266_x1	32	96.717
86863_x1	31	42.145
52199_x1	13	41.999
62576_x2	17	36.07
69231_x1	16	22.904
860_x1	20	59.081
2244_x1	32	89.914
18149_x1	19	23.975
29236_x1	14	112.536
65358_x1	34	0.848
61330_x1	16	20.06
59491_x1	32	61.01
48199_x1	30	61.133
78611_x1	18	79.408
49968_x1	2	120.332
49221_x1	3	65.752
75426_x1	8	83.862
51804_x1	23	70.089
20825_x1	13	47.954
11137_x1	19	26.39
11368_x1	17	26.642
17549_x1	5	142.019
7960_x1	13	69.615
76875_x1	18	69.016
22181_x1	23	0
Oke_U1008-83_x1	13	42.768
64911_x1	10	3.312
72695_x1	6	17.3
713_x1	10	0.649
57110_x1	10	0
54368_x1	31	0.994
59014_x1	23	70.252
61041_x1	36	33.89
10003_x1	32	86.76
50585_x1	1	128.547
66005_x1	25	55.616
63759_x1	7	143.711
63759_x2	36	72.765
72667_x1	25	26.28
45068_x1	21	121.318
17366_x1	8	115.346
5678_x1	20	68.75
12767_x1	30	60.886
67028_x1	8	100.121
6137_x1	1	42.758
10001_x1	10	4.986
31982_x1	8	1.869
53617_x1	2	2.969
16997_x1	12	70.701
61590_x1	29	65.712
9333_x1	4	17.573
46794_x1	19	31.005
14094_x1	31	2.802
4252_x1	6	36.423
58878_x1	23	64.455
58981_x1	28	33.075
45693_x1	10	75.455
75941_x1	4	142.703
43880_x1	5	6.35
45876_x1	17	37.661
22185_x1	27	8.375
51688_x1	22	34.177
55829_x1	6	35.538
49793_x1	30	60.032
24099_x1	31	5.378
9254_x1	8	111.654
55364_x1	18	19.279
841_x1	4	132.932
64606_x1	3	10.737
79018_x1	26	18.169
28826_x1	7	26.007
5440_x1	25	68.799
15684_x1	11	11.207
76307_x1	35	29.992
7387_x1	16	87.792
50581_x1	1	126.347
54193_x1	9	32.012
5649_x1	14	107.945
7420_x1	13	59.277
60487_x1	21	17.133
6464_x1	24	2.929
6353_x1	27	60.495
34334_x1	20	54.328
63022_x1	13	71.558
9259_x1	29	57.519
48833_x1	3	26.375
2411_x1	14	63.125
32967_x1	5	60.737
71787_x1	31	29.755
57013_x1	18	28.519
3522_x1	35	64.54
59856_x1	12	95.417
50652_x1	4	11.009
71141_x1	7	98.948
65937_x1	36	35.1
5309_x1	19	46.348
74929_x1	10	2.476
10400_x1	9	98.277
63846_x1	4	69.509
62_x1	27	62.373
51512_x1	13	36.799
66809_x1	7	66.596
3659_x1	30	62.01
72742_x1	35	10.977
63848_x1	9	141.502
61622_x1	21	112.192
56122_x1	26	61.834
5767_x1	32	86.76
75122_x1	25	69.827
17187_x1	18	42.678
5761_x1	10	3.832
8457_x1	4	12.22
40127_x1	1	118.745
65263_x1	2	63.841
46889_x1	1	67.034
78557_x1	1	26.979
57254_x1	1	18.982
1716_x1	19	58.231
52906_x1	8	101.053
24423_x1	5	144.149
15345_x1	2	1.15
53033_x1	9	145.887
53184_x1	23	61.402
6247_x1	8	81.053
69502_x1	28	59.585
48226_x1	5	10.075
12713_x1	4	120.58
1186_x1	16	59.622
2279_x1	7	13.265
14482_x1	7	112.109
17103_x1	26	15.119
9952_x1	9	162.389
7583_x1	22	34.755
721_x1	10	0.649
54606_x1	10	90.313
45383_x1	20	12.643
49538_x1	9	86.09
16618_x1	13	49.157
2758_x1	15	54.977
55233_x1	16	35.543
67475_x1	21	17.289
12232_x1	36	66.391
64877_x1	12	42.716
6099_x1	22	22.55
66309_x1	33	81.274
58389_x1	6	136.997
66833_x1	33	45.618
20003_x1	1	128.547
3150_x1	37	30.704
62027_x1	30	61.386
61802_x1	16	0
74056_x1	20	50.852
47137_x1	21	125.155
66505_x1	3	0.478
239_x1	13	68.771
53835_x1	26	2.187
53865_x1	22	59.01
47459_x1	31	47.114
55615_x1	35	106.68
72532_x1	20	68.565
12232_x2	7	133.417
49243_x1	20	14.627
18890_x1	1	4.923
7712_x1	37	67.731
7712_x2	8	119.507
26744_x1	8	61.48
61767_x1	31	25.443
62367_x1	25	38.621
40038_x1	1	5.496
6551_x1	15	36.512
26236_x1	24	16.975
38524_x1	30	61.526
19840_x1	4	5.463
39956_x1	9	160.661
1356_x1	20	13.922
467_x1	13	35.06
11722_x1	10	118.07
43608_x1	17	6.704
3492_x1	13	72.858
71120_x1	12	145.577
1874_x1	18	13.378
78416_x1	6	98.924
8539_x1	15	6.013
1358_x1	34	11.993
52612_x1	20	68.565
50838_x1	27	50.78
55481_x1	1	23.503
2160_x1	20	17.851
23734_x1	12	70.701
3287_x1	14	10.911
15298_x1	13	57.08
6288_x1	35	51.342
43846_x1	23	64.455
12674_x1	36	19.449
60504_x1	14	58.961
57859_x1	7	46.767
52748_x1	19	62.96
75748_x1	13	34.535
78136_x1	4	126.837
27610_x1	24	3.459
10081_x1	1	67.785
42892_x1	9	108.094
61031_x1	10	2.476
4431_x1	20	49.648
47554_x1	12	3.572
55876_x1	19	14.497
66604_x1	3	0
12762_x1	30	61.386
60100_x1	9	158.716
31748_x1	32	0
953_x1	26	1.076
56909_x1	2	134.692
60643_x1	24	41.545
61127_x1	37	66.542
9278_x1	16	66.061
31390_x1	35	41.098
29800_x1	18	78.453
53146_x1	2	157.092
47249_x1	14	80.26
26394_x1	5	101.996
66367_x1	18	31.197
51004_x1	11	37.398
4647_x1	33	76.092
75582_x1	22	22.55
58942_x1	1	12.464
18921_x1	8	0.349
38958_x1	34	51.71
77407_x1	1	77.769
8836_x1	13	36.357
71575_x1	5	51.94
27805_x1	14	59.627
53010_x1	1	82.351
59181_x1	13	71.451
39807_x1	29	64.391
62284_x1	36	19.07
64067_x1	5	38.062
39284_x1	35	44.823
63738_x1	27	65.251
6461_x1	11	7.3
43294_x1	2	75.61
55180_x1	3	5.79
1972_x1	31	0.994
9446_x1	2	19.879
43748_x1	10	78.269
43344_x1	21	138.509
46245_x1	23	64.455
47811_x1	5	31.976
4136_x1	21	66.9
24668_x1	4	0.863
6983_x1	11	116.445
57631_x1	36	72.765
5790_x1	10	60.85
52071_x1	16	0
4134_x1	26	28.687
53761_x1	30	3.359
73812_x1	1	128.547
69458_x1	13	0
2330_x1	29	1.375
59348_x1	29	44.043
60472_x1	14	0.149
37892_x1	12	40.124
60005_x1	10	114.593
11701_x1	4	9.734
15109_x1	20	62.324
44657_x1	19	46.098
17390_x1	31	3.691
55585_x1	33	59.354
55647_x1	1	113.127
5953_x1	27	27.583
22017_x1	8	91.844
44829_x1	16	39.095
44750_x1	1	3.39
43276_x1	36	72.765
3181_x1	12	7.252
48553_x1	9	88.2
53389_x1	25	54.414
3608_x1	8	26.511
49468_x1	15	7.184
50116_x1	10	13.737
43199_x1	17	2.662
5792_x2	2	151.853
5792_x1	21	10.862
4833_x1	11	49.589
18250_x1	20	61.805
17638_x1	24	49.395
15771_x1	5	78.305
83082_x1	4	71.152
56205_x1	8	119.507
72155_x1	4	3.978
42753_x1	2	116.344
69921_x1	5	116.318
63863_x1	8	23.57
28649_x1	26	41.517
4076_x1	12	1.353
57655_x1	37	5.097
56543_x1	35	105.522
63441_x1	22	56.657
15634_x1	2	89.931
63167_x1	26	1.183
77026_x1	29	57.519
67394_x1	17	54.064
50288_x1	2	153.571
56643_x1	1	66.912
22384_x1	1	47.453
42609_x1	30	34.054
31960_x1	25	71.095
17411_x1	29	55.805
22012_x1	9	60.382
657_x1	24	3.56
55742_x1	16	89.006
13315_x1	5	14.339
71552_x1	20	68.75
59752_x1	7	137.123
19352_x1	12	5.363
12342_x1	7	140.174
69538_x1	2	116.911
12170_x1	18	19.279
655_x1	3	11.776
58282_x1	19	73.474
21126_x1	30	21.458
61355_x1	10	12.723
31734_x1	10	0
27301_x1	36	25.985
26630_x1	4	75.262
64103_x1	8	44.685
54279_x1	6	144.747
56597_x1	5	24.047
54407_x1	16	73.879
11687_x1	5	140.557
76206_x1	14	73.596
32049_x1	16	0
29454_x1	33	52.79
27948_x1	11	57.444
76109_x1	32	15.402
17376_x1	12	123.49
68457_x1	4	70.991
14654_x1	16	4.823
44288_x1	1	128.547
3546_x1	12	17.233
7978_x1	21	110.318
46550_x1	11	3.736
4_x1	37	74.351
65962_x1	15	21.178
14507_x1	1	127.414
4897_x1	4	22.845
15662_x1	30	64.231
15175_x1	17	0.888
68880_x1	3	143.745
26307_x1	33	73.215
68360_x1	1	113.441
59844_x1	1	107.109
29210_x1	4	23.531
13371_x1	2	116.344
65964_x1	3	123.252
17444_x1	25	46.596
64241_x1	14	102.111
20694_x1	21	66.9
61453_x1	19	25.216
42329_x1	1	128.547
8399_x1	3	68.651
60709_x1	22	58.51
43011_x1	37	6.061
26097_x1	35	80.403
46411_x1	22	55.989
63149_x1	7	112.109
6209_x1	27	60.046
43013_x1	25	65.64
8818_x1	17	3.868
14913_x1	7	0
60313_x1	28	65.457
66187_x1	28	21.978
47229_x1	25	20.914
57762_x1	3	119.645
51493_x1	37	75.377
51493_x2	8	123.088
74945_x1	26	18.407
65615_x1	34	47.94
72798_x1	21	19.595
23067_x1	10	28.596
45670_x1	9	123.498
52408_x1	22	54.153
41131_x1	4	9.734
52297_x1	7	106.236
44284_x1	23	64.455
11075_x1	7	41.156
51491_x1	29	66.1
3864_x1	24	19.226
42654_x1	11	122.07
10139_x1	37	43.767
49369_x1	18	87.257
78598_x1	12	101.287
13930_x1	24	4.78
70817_x1	3	75.501
3639_x1	7	118.082
6305_x1	13	42.332
59156_x1	2	28.077
38594_x1	35	82.696
10137_x1	2	78.707
45205_x1	6	146.714
55459_x1	3	37.856
16105_x1	32	58.728
42932_x1	1	32.153
41236_x1	15	34.259
46666_x1	21	136.201
55457_x1	24	57.097
64276_x1	4	122.903
8158_x1	28	30.165
67979_x1	13	71.712
67021_x1	26	6.308
54356_x1	37	61.01
Oke_U1016-154_x1	7	47.912
11009_x1	13	61.79
47927_x1	27	0.926
14452_x1	19	72.816
51181_x1	24	3.459
7398_x1	6	18.015
72239_x1	4	143.85
15618_x1	12	6.801
12153_x1	12	69.862
52293_x1	9	98.277
43708_x1	24	3.338
20339_x1	8	0.5
56271_x1	25	49.645
73255_x1	36	72.765
73255_x2	7	143.711
5567_x1	1	123.482
63082_x1	1	70.482
43362_x1	10	20.386
49140_x1	3	67.288
58505_x1	14	18.088
71937_x1	8	21.711
7020_x1	11	57.15
41408_x1	8	123.088
8872_x1	26	4.827
7950_x1	17	0.888
5744_x1	5	52.497
54959_x1	34	52.123
73782_x1	11	70.131
57181_x1	20	12.643
44027_x1	1	123.482
48487_x1	7	57.202
66491_x1	23	35.312
75849_x1	35	8.7
62933_x1	31	0.994
42170_x1	8	4.055
7971_x1	1	67.924
85895_x1	12	40.124
55684_x1	21	88.507
15761_x1	13	59.277
78989_x1	26	2.732
73352_x1	36	34.726
27524_x1	1	119.33
56969_x1	35	73.16
52274_x1	12	140.89
56275_x1	3	6.964
48805_x1	35	29.992
14420_x1	18	1.613
32794_x1	5	108.273
76994_x1	28	62.914
53154_x1	29	9.38
19837_x2	4	135.563
19837_x1	9	153.577
40278_x1	2	64.378
73288_x1	21	128.212
37253_x1	2	78.601
65210_x1	16	89.006
56444_x1	4	11.009
54125_x1	6	121.211
56979_x1	22	39.294
15184_x1	22	57.34
18689_x1	19	69.954
62939_x1	21	128.212
11745_x1	10	70.361
61143_x1	2	21.993
13172_x1	20	19.554
51482_x1	17	3.254
25733_x1	24	4.448
12718_x1	18	2.185
70602_x1	18	31.939
11096_x1	5	145.528
54516_x1	14	12.725
66995_x1	1	19.929
43169_x1	9	141.502
55682_x1	1	44.549
11528_x1	15	36.266
51052_x1	11	70.804
72055_x1	16	59.777
63568_x1	20	13.922
5227_x1	8	91.844
61306_x1	14	123.875
3391_x1	12	1.032
64569_x1	7	2.055
7137_x1	37	2.206
14728_x1	5	3.726
54591_x1	30	38.381
70597_x1	12	87.032
58407_x1	13	69.491
35193_x1	18	43.244
57123_x1	28	39.26
28008_x1	5	34.28
23673_x1	6	34.03
43955_x1	27	65.251
28569_x1	36	46.045
16949_x1	25	37.634
33382_x1	2	148.402
70595_x1	10	9.913
8894_x1	8	71.313
1577_x1	22	0
10495_x1	15	35.796
63647_x1	19	71.092
66968_x1	19	45.906
62055_x1	13	39.029
31267_x1	19	26.39
16046_x1	3	61.403
17313_x1	6	146.603
67352_x1	29	67.035
4948_x1	14	121.024
74710_x1	12	9.95
63000_x1	35	71.825
43958_x2	35	69.909
43958_x1	10	108.584
72395_x1	15	29.077
2016_x1	25	39.307
13012_x1	13	13.24
75265_x1	8	61.48
52619_x1	9	91.643
1490_x1	27	52.225
53055_x1	22	56.887
55788_x1	15	6.585
24049_x1	6	67.605
28701_x1	7	129.476
27415_x1	25	67.841
41486_x1	1	118.517
61757_x1	25	66.896
3240_x1	16	0
54375_x1	35	0.629
16419_x1	7	72.01
5403_x1	4	109.189
58727_x1	2	46.176
71666_x1	23	65.097
88203_x1	37	23.835
1631_x1	3	140.221
70508_x1	21	136.201
76707_x1	7	12.983
54245_x1	7	112.109
41160_x1	28	49.318
54700_x1	9	104.19
65745_x1	22	57.228
15365_x1	6	70.107
67213_x1	19	38.419
5026_x1	35	8.7
Oke_U2054-58_x1	7	47.044
53212_x1	6	140.439
73548_x1	5	2.286
48159_x1	1	5.599
10661_x1	5	38.363
55471_x1	31	10.543
61844_x1	31	32.501
58585_x1	4	102.609
52979_x1	8	71.608
2649_x1	35	48.763
63392_x1	29	63.316
54969_x1	24	3.56
59823_x1	2	27.266
43814_x1	9	71.707
1496_x1	17	0.888
23760_x1	25	32.172
21954_x1	21	49.881
58583_x1	35	69.605
45256_x1	24	6.368
47415_x1	13	36.99
7761_x1	22	56.887
51186_x1	21	136.201
59819_x1	6	135.877
9617_x1	7	137.123
65516_x1	25	67.234
Oke_sylc-90_x1	22	4.59
64643_x1	10	0
40293_x1	7	13.846
60838_x1	8	6.44
59843_x1	24	33.854
22926_x1	27	59.688
61495_x1	23	59.053
53375_x1	7	1.951
61968_x1	12	27.957
65395_x1	9	78.726
40180_x1	22	54.153
54541_x1	31	29.076
6532_x1	10	112.301
6532_x2	35	96.898
2588_x1	27	24.353
43652_x1	35	11.802
78832_x1	24	22.401
2258_x1	9	58.906
28832_x1	19	5.03
58067_x2	35	88.606
58067_x1	10	112.301
16497_x1	15	42.464
45522_x1	28	46.37
11637_x1	34	58.292
65531_x1	12	134.17
58615_x1	31	1.512
49315_x1	18	89.837
62122_x1	16	20.06
3271_x1	16	4.439
50809_x1	7	7.122
30409_x1	18	68.126
Oke_APOB-60_x1	11	20.221
53960_x1	14	90.369
69034_x1	5	12.264
55549_x1	1	66.912
83540_x1	23	27.948
2515_x1	4	3.052
5774_x1	36	72.765
5487_x1	22	52.768
3290_x1	10	118.07
51341_x1	28	41.735
74966_x1	13	49.157
3317_x1	25	66.896
62749_x1	24	2.293
60424_x1	32	78.792
13676_x1	20	59.858
25287_x1	1	8.486
63905_x1	27	0.72
1275_x1	25	33.014
57225_x2	34	65.833
340_x1	26	27.874
64159_x1	1	119.77
17659_x1	30	21.458
44164_x1	25	4.757
13957_x1	22	19.267
47608_x1	2	116.344
1838_x1	17	21.695
48392_x1	2	126.346
25148_x1	21	91.385
53962_x1	25	20.914
9539_x1	19	40.781
46879_x1	28	65.027
78842_x1	34	50.904
6345_x1	28	36.146
39963_x1	30	59.335
66669_x1	10	107.971
60247_x1	14	60.048
16205_x1	15	4.997
66772_x1	36	62.677
71652_x1	10	0
45009_x1	3	60.956
78507_x1	22	56.887
79123_x1	5	15.363
42759_x1	9	135.566
2748_x1	9	25.847
1859_x1	35	76.833
62068_x1	2	12.899
5922_x1	30	3.961
65057_x1	21	71.809
7072_x1	32	67.584
62052_x1	31	50.19
6344_x1	27	43.777
15366_x1	7	65.528
75116_x1	30	61.386
7689_x1	21	5.719
3293_x1	27	60.495
18082_x1	2	14.266
52815_x1	31	31.352
57206_x1	37	44.348
150_x1	8	0.92
62456_x1	12	113.166
61220_x1	2	21.993
5001_x1	30	14.758
77667_x1	4	23.868
