population_type DH
population_name CMUW10X_0001
distance_function kosambi
cut_off_p_value .0001
no_map_dist 15.0
no_map_size 2
missing_threshold .25
estimation_before_clustering yes
detect_bad_data yes
objective_function ML
number_of_loci 5052
number_of_individual 34

locus_name	CMUW10X01H_0009	CMUW10X01H_0011	CMUW10X01H_0012	CMUW10X01H_0013	CMUW10X01H_0016	CMUW10X01H_0019	CMUW10X01H_0020	CMUW10X01H_0021	CMUW10X01H_0023	CMUW10X01H_0024	CMUW10X01H_0030	CMUW10X01H_0031	CMUW10X01H_0035	CMUW10X01H_0044	CMUW10X01H_0047	CMUW10X01H_0058	CMUW10X01H_0062	CMUW10X01H_0063	CMUW10X01H_0064	CMUW10X01H_0067	CMUW10X01H_0068	CMUW10X01H_0069	CMUW10X01H_0072	CMUW10X01H_0073	CMUW10X01H_0074	CMUW10X01H_0077	CMUW10X01H_0079	CMUW10X01H_0080	CMUW10X01H_0083	CMUW10X01H_0085	CMUW10X01H_0086	CMUW10X01H_0087	CMUW10X01H_0093	CMUW10X01H_0095	
36274_x1	a	b	-	-	b	a	b	b	b	b	b	-	a	a	a	b	a	a	b	b	-	-	-	-	a	a	b	b	a	b	a	b	b	a	
10206_x1	a	a	b	b	b	b	a	b	a	a	b	b	a	-	b	a	-	a	-	a	b	a	b	a	a	b	a	b	b	a	b	a	a	b	
75192_x1	a	b	b	a	-	b	a	b	-	a	-	-	b	b	a	a	b	a	b	b	a	a	b	a	b	b	b	b	b	a	b	a	b	a	
59559_x1	b	b	a	b	-	a	b	a	-	a	a	b	a	b	a	b	b	a	a	a	b	b	a	a	b	a	a	b	a	a	a	b	b	b	
50624_x1	b	b	b	a	a	a	a	a	b	b	b	a	-	b	-	b	b	a	a	-	b	-	b	a	a	a	a	a	a	a	a	a	a	b	
46924_x1	a	a	a	a	b	a	b	a	b	a	-	-	a	-	a	a	b	b	a	a	b	a	b	a	b	b	a	a	a	b	a	b	b	a	
7044_x1	b	a	a	a	b	-	a	b	b	-	b	b	b	b	b	a	a	a	b	-	a	a	b	a	a	-	a	a	a	a	a	b	-	a	
69083_x1	a	b	a	a	b	a	-	-	a	a	b	a	a	b	a	a	a	b	b	a	-	b	a	-	b	-	a	b	b	a	b	a	b	b	
22131_x1	b	a	a	-	b	a	-	b	a	b	b	a	b	b	b	a	b	b	b	a	b	-	a	b	a	b	a	a	a	b	a	b	-	a	
9821_x1	-	a	-	b	b	b	a	a	a	b	b	b	b	b	a	b	b	b	b	a	a	a	b	b	-	a	b	b	b	a	b	b	-	b	
20473_x1	-	b	b	a	b	a	b	b	a	a	b	-	b	b	a	-	b	b	a	a	b	-	b	-	b	a	b	a	b	a	-	b	a	-	
57035_x1	a	b	b	b	b	a	b	b	a	b	a	b	a	b	a	a	a	a	a	a	-	b	-	b	b	a	b	a	b	a	b	a	b	a	
49299_x1	b	b	b	a	a	a	a	a	b	b	a	-	-	b	b	a	b	-	a	a	b	-	a	-	b	b	b	b	a	a	b	a	a	b	
17925_x1	b	a	a	-	-	b	a	a	a	a	b	-	-	a	a	b	b	b	a	a	a	b	b	b	-	a	a	b	a	b	a	a	b	b	
31700_x1	a	b	b	a	a	a	a	a	b	a	a	b	b	b	a	a	b	a	b	a	a	b	a	b	a	b	b	b	a	a	b	a	a	a	
51137_x1	-	-	a	b	b	a	a	b	a	-	b	-	a	-	b	b	a	b	a	-	a	-	b	b	a	-	b	a	b	b	a	a	b	a	
26753_x1	b	b	a	a	b	b	b	a	b	b	b	b	b	b	b	b	a	a	a	a	-	a	b	b	a	b	a	a	b	a	a	b	a	a	
66032_x1	a	b	a	a	b	b	b	b	a	b	b	a	b	b	b	-	-	-	a	b	-	-	a	-	a	a	a	a	b	b	a	b	-	b	
10803_x1	a	b	-	b	b	a	a	a	a	a	a	-	-	b	a	-	b	b	b	a	b	-	a	b	-	a	a	a	a	b	b	a	-	a	
854_x1	b	a	b	b	a	b	a	a	b	b	-	b	a	-	-	a	a	a	b	a	b	b	-	b	a	b	b	b	a	b	a	b	a	a	
20112_x1	b	b	-	b	b	a	b	a	b	a	b	-	-	a	b	a	b	a	a	a	-	b	a	-	b	a	a	b	a	a	a	b	b	a	
56833_x1	-	a	a	b	b	b	-	b	a	b	b	-	a	a	-	b	a	b	a	b	b	a	b	a	-	a	a	a	b	b	-	b	b	a	
57912_x1	b	b	-	a	a	b	b	a	b	b	a	-	b	b	a	a	b	a	b	a	b	-	a	a	-	b	a	b	a	a	b	b	a	b	
69873_x1	a	b	b	a	a	b	a	-	b	a	b	b	a	b	a	-	b	a	b	b	a	a	b	a	-	b	b	b	b	a	b	a	b	a	
78369_x1	-	b	b	a	a	a	a	-	b	b	a	b	b	b	-	a	b	a	a	a	-	a	a	-	b	a	a	b	b	a	b	b	a	a	
3197_x1	b	a	a	a	b	a	a	b	b	a	b	-	-	b	-	a	a	a	b	a	-	a	-	a	a	b	a	a	a	a	a	b	-	a	
5304_x1	b	b	b	b	b	b	b	a	b	b	a	b	a	a	a	b	b	b	b	-	a	b	a	b	b	a	a	a	b	-	b	b	a	a	
78210_x1	a	b	a	b	b	b	b	b	a	b	b	-	-	b	b	b	b	a	a	b	a	a	a	a	a	a	a	a	b	a	b	b	b	a	
46645_x1	a	a	a	a	a	b	a	a	a	a	b	a	a	a	a	-	b	-	a	b	-	b	b	b	a	a	a	b	a	b	a	a	b	b	
76324_x1	a	b	a	b	-	a	a	a	a	a	-	a	a	-	a	b	b	b	b	a	b	b	a	b	b	a	a	a	a	b	b	a	b	a	
63895_x1	-	b	a	b	-	b	a	a	b	b	a	a	a	-	a	a	a	-	b	b	b	-	a	b	a	b	a	b	b	-	b	a	a	b	
58349_x1	-	b	a	-	b	a	b	b	b	-	a	a	a	b	a	b	b	b	b	b	-	b	b	a	b	b	a	a	b	-	b	a	a	b	
55158_x1	a	a	a	a	b	b	b	a	a	a	-	a	b	a	b	a	a	b	b	b	a	a	a	b	b	a	b	b	a	b	b	a	a	b	
53239_x1	b	b	a	b	b	b	-	b	a	a	b	a	b	a	b	b	b	b	b	a	a	b	b	a	a	b	a	a	b	a	b	a	a	b	
3711_x1	b	b	b	b	a	b	b	b	a	b	a	b	a	b	a	a	b	b	b	a	b	b	a	b	b	a	b	a	b	a	a	a	b	b	
72570_x1	b	a	a	a	b	b	a	b	a	b	b	b	a	b	-	a	a	a	a	a	b	b	b	a	b	a	a	b	b	b	a	a	a	b	
49771_x1	b	b	a	-	b	a	a	b	b	a	-	a	a	b	a	b	b	-	b	b	-	b	b	a	b	b	a	a	b	a	b	a	a	b	
73264_x1	a	a	b	a	b	a	b	b	a	-	b	b	b	-	-	a	b	-	b	b	a	-	b	-	b	a	a	a	a	a	b	a	-	-	
44096_x1	a	a	a	a	b	a	b	a	a	a	b	b	b	a	b	-	b	a	a	a	b	b	-	a	b	b	a	b	b	-	-	a	a	a	
12091_x1	a	a	a	a	b	b	a	a	a	b	-	a	a	a	-	b	b	b	b	-	b	a	b	b	b	a	a	a	a	b	a	a	-	a	
41663_x1	a	a	b	a	a	-	-	a	a	b	b	b	a	b	a	a	a	a	-	b	-	a	-	a	a	a	b	b	a	-	a	b	-	b	
1030_x1	-	b	-	a	a	a	-	a	b	b	b	-	a	b	b	b	b	a	-	a	b	a	-	a	a	a	a	a	b	a	b	a	-	b	
26568_x1	b	a	a	a	b	a	a	b	a	b	a	-	a	b	-	b	a	a	-	a	b	b	a	b	a	a	b	a	a	-	a	b	-	b	
52001_x1	b	a	a	a	b	a	b	b	a	b	-	-	-	b	-	b	a	b	a	b	a	a	a	b	b	a	a	a	b	a	a	a	b	b	
15761_x1	a	a	a	b	b	a	a	b	a	a	b	a	a	-	b	b	a	b	a	b	a	-	-	b	-	a	b	a	b	b	a	a	b	a	
31660_x1	b	a	a	b	b	b	b	b	a	a	b	a	b	a	b	b	b	b	b	a	-	b	b	-	-	b	b	a	b	a	b	a	a	b	
46198_x1	a	a	b	b	a	a	a	b	b	b	a	-	a	b	b	b	a	b	a	b	-	a	b	a	a	a	b	b	b	b	b	b	a	a	
52731_x1	-	a	b	-	b	b	b	b	a	a	a	b	b	a	a	a	b	b	b	b	a	-	b	-	b	b	a	b	a	a	a	b	-	a	
51482_x1	b	b	-	b	a	a	-	a	a	a	b	a	b	a	b	a	a	a	a	a	b	b	a	a	a	b	a	a	b	b	a	a	-	a	
42881_x1	a	a	b	b	a	b	b	a	b	b	b	b	b	a	-	-	b	a	a	a	a	a	a	-	a	a	b	b	a	a	b	b	b	a	
70111_x1	b	b	b	b	a	b	-	a	a	b	a	b	a	a	-	-	a	b	a	a	-	-	b	-	a	b	b	a	a	b	a	-	b	b	
71540_x1	b	b	b	b	a	b	b	a	a	b	-	b	a	b	a	-	b	b	b	a	b	-	a	b	b	-	b	b	b	a	a	a	b	-	
63923_x1	a	b	b	a	a	b	a	a	b	a	a	a	b	a	a	a	b	a	b	a	b	-	b	a	a	b	b	b	a	b	b	b	a	a	
40849_x1	b	a	-	b	b	a	-	a	a	b	-	b	a	a	b	b	a	b	a	a	b	b	a	b	a	a	a	a	a	b	a	b	a	b	
77635_x1	a	b	b	a	a	a	b	a	b	a	a	a	b	a	b	b	a	b	b	b	-	a	a	-	a	b	b	a	a	a	-	a	b	a	
61522_x1	a	a	b	a	b	-	a	b	b	b	-	b	a	b	a	-	-	b	b	b	a	a	b	-	b	a	b	b	a	a	b	b	a	b	
51384_x1	b	a	a	a	-	a	b	b	a	b	a	-	a	b	a	b	a	b	a	b	a	a	a	b	b	a	a	a	b	a	a	a	a	b	
3903_x1	b	b	a	-	b	b	a	a	a	b	a	b	b	a	a	b	a	a	b	a	-	a	a	-	a	a	b	b	a	b	-	a	a	b	
44868_x1	a	a	b	b	b	a	-	b	a	b	b	-	b	b	b	-	b	a	a	b	a	b	b	-	b	a	b	a	a	b	a	b	-	a	
71789_x1	a	a	a	b	b	a	b	-	-	b	b	a	b	-	-	b	a	a	b	-	-	b	b	a	a	b	b	b	a	a	a	a	-	b	
58975_x1	b	b	a	b	b	b	b	a	b	a	a	a	b	b	a	a	b	b	b	a	b	a	a	-	a	b	a	a	b	b	b	b	b	b	
14576_x1	b	a	a	a	a	a	b	-	a	a	a	-	a	b	a	a	b	-	a	b	b	b	-	b	-	a	a	a	b	b	b	b	b	a	
57916_x1	a	b	b	b	b	b	-	a	b	a	a	a	a	a	b	-	a	a	a	b	a	b	a	b	a	-	a	b	a	a	a	b	b	a	
9393_x1	b	b	a	b	b	b	a	a	a	b	a	b	b	a	a	-	a	a	b	-	a	a	-	-	a	a	b	b	a	b	b	a	a	b	
70304_x1	a	a	a	b	-	a	a	b	a	b	b	-	-	b	a	b	b	b	a	b	a	a	b	a	b	b	a	b	a	a	b	b	a	b	
29546_x1	a	b	b	b	b	a	-	a	b	b	b	b	-	b	a	b	a	b	b	b	a	b	-	b	b	b	a	b	a	a	b	a	a	a	
37633_x1	a	a	b	b	a	a	a	-	b	b	a	b	a	-	b	b	a	b	a	b	a	a	b	a	a	a	b	b	b	b	b	b	a	a	
42182_x1	a	b	a	b	b	a	a	a	a	a	a	a	a	b	a	b	b	-	b	a	b	b	a	-	b	a	a	a	a	b	b	a	-	a	
55201_x1	a	b	b	a	b	a	-	b	a	a	b	a	b	b	a	b	b	b	-	a	b	b	b	a	b	a	b	a	b	a	b	-	a	a	
75796_x1	b	-	b	-	b	b	-	-	b	b	a	a	-	b	a	b	b	a	b	a	a	-	b	b	a	a	a	a	a	b	b	b	b	b	
83129_x1	a	a	a	b	b	a	b	b	a	b	b	a	b	b	a	-	a	a	b	a	a	b	b	a	a	-	-	b	a	a	a	-	-	b	
41052_x1	b	a	a	a	b	a	b	a	a	a	b	a	a	b	a	a	b	a	b	b	b	b	b	b	a	b	a	a	b	b	-	a	b	a	
4392_x1	b	b	a	a	a	b	a	a	b	a	a	b	b	a	-	a	b	b	b	b	a	b	a	a	a	b	a	a	a	b	a	-	a	a	
39333_x1	a	b	b	b	a	b	a	a	b	b	a	b	a	a	a	b	a	b	a	-	b	a	a	b	-	a	a	b	a	a	a	a	-	b	
27317_x1	-	a	b	b	b	b	a	-	a	b	a	a	b	b	b	-	b	a	b	a	a	b	b	-	a	a	a	a	a	b	b	b	b	b	
46078_x1	a	b	b	-	b	b	a	b	b	b	-	b	-	-	b	b	a	b	a	a	a	b	a	a	b	a	b	b	a	a	b	a	a	b	
33338_x1	a	-	-	a	b	a	a	a	b	b	-	-	a	b	a	a	a	a	a	b	b	a	a	b	b	a	b	b	a	b	a	b	b	a	
42777_x1	-	b	b	b	b	-	b	-	b	b	b	b	-	a	-	-	a	a	b	b	b	b	a	b	a	a	b	a	a	b	b	b	b	a	
55582_x1	a	-	a	b	-	a	a	a	b	a	a	a	b	-	b	-	-	a	-	a	a	a	a	-	a	b	a	b	a	a	-	a	a	a	
53434_x1	-	a	a	b	a	b	a	a	b	b	a	b	a	a	b	a	a	a	b	b	a	-	a	b	a	b	a	b	a	b	a	a	b	b	
78710_x1	a	b	a	a	b	a	b	-	b	b	-	b	b	b	-	-	a	b	a	b	a	a	b	a	b	a	a	b	a	b	b	b	a	b	
20949_x1	b	a	-	b	b	a	a	b	b	a	b	a	a	-	a	a	a	b	-	a	a	-	a	-	a	b	b	b	b	a	b	a	a	b	
69325_x1	b	a	-	b	b	a	a	b	a	b	b	-	a	a	-	b	b	b	a	b	a	-	a	a	b	-	a	a	a	-	b	b	a	b	
74257_x1	a	b	a	a	-	a	b	a	b	b	b	-	b	b	a	a	a	b	a	b	a	a	b	a	b	a	a	b	a	b	b	b	a	b	
53906_x1	a	a	b	b	a	b	a	b	-	b	-	b	a	-	b	b	a	a	a	a	b	a	a	a	b	a	a	b	b	b	a	b	-	b	
37959_x1	a	b	b	b	b	b	a	b	b	b	b	b	b	-	b	b	a	b	a	-	a	-	a	a	b	b	b	b	a	a	b	b	a	b	
49432_x1	a	a	a	b	a	b	b	-	-	a	a	a	b	-	a	-	b	a	a	-	a	-	a	a	a	a	b	b	a	a	b	b	b	a	
53398_x1	b	b	b	a	b	a	b	b	-	b	a	b	b	b	b	a	b	a	a	a	a	b	-	a	b	a	a	a	b	a	a	b	b	a	
3619_x2	b	a	a	a	a	b	a	a	b	a	a	a	a	a	a	a	a	-	-	a	b	a	a	a	a	a	a	b	b	a	b	a	a	b	
3619_x1	a	a	b	b	a	b	a	b	b	b	b	b	a	b	b	b	a	-	-	a	b	a	a	b	b	a	a	b	b	b	a	b	a	b	
70804_x1	b	a	a	a	b	a	b	-	b	a	b	b	b	-	b	a	a	a	b	-	a	a	b	a	a	b	a	a	a	a	a	b	b	a	
24769_x1	b	a	a	b	-	a	a	a	b	b	b	b	b	b	-	a	a	b	-	b	-	b	b	-	b	a	a	a	a	a	b	a	a	a	
55169_x1	a	b	b	b	b	a	-	b	a	b	-	b	b	-	b	b	-	a	a	b	a	b	b	a	b	b	b	a	a	b	a	b	b	a	
59946_x1	a	b	a	a	b	a	b	b	a	a	a	a	a	b	a	b	a	b	b	b	a	a	-	a	b	b	a	b	b	a	b	a	b	b	
76119_x1	a	a	b	a	a	a	b	b	b	a	b	a	a	b	b	a	b	b	a	b	b	b	-	a	b	b	a	a	b	a	a	b	b	a	
6312_x1	a	-	b	a	a	-	-	a	b	b	a	a	b	-	a	b	a	a	b	a	b	-	b	a	a	a	b	b	a	b	a	b	b	b	
40525_x1	a	b	a	b	a	b	b	-	b	a	a	-	a	b	b	-	b	a	b	b	b	a	b	b	b	b	b	b	b	b	b	b	b	b	
40291_x1	a	b	a	b	b	a	a	a	a	a	a	-	-	-	a	-	b	b	b	b	b	b	-	-	-	a	a	a	a	b	b	a	b	a	
7092_x1	a	a	b	b	b	a	a	b	a	a	b	b	b	b	b	b	b	b	a	a	b	b	-	a	b	b	a	a	a	b	a	b	b	b	
9841_x1	a	a	a	a	b	b	b	a	a	b	-	b	a	a	b	-	b	b	b	a	b	-	-	-	b	b	a	b	a	a	a	b	b	a	
49680_x1	a	b	a	a	b	a	-	b	a	a	-	a	-	-	-	b	b	-	a	b	-	a	a	a	b	a	a	a	b	a	b	a	b	b	
51002_x1	-	b	a	b	a	a	b	a	a	a	b	a	-	a	b	-	a	-	a	a	a	b	a	a	a	b	a	a	b	b	-	a	-	a	
5911_x1	-	a	b	b	a	b	a	-	a	b	b	a	b	b	a	a	a	b	a	b	-	-	a	-	-	a	b	a	b	b	b	a	b	a	
54312_x1	a	b	b	a	b	a	b	b	a	a	b	-	b	b	a	-	b	b	a	a	b	b	-	a	b	a	b	a	b	a	-	b	a	a	
74358_x2	b	a	a	b	b	b	a	a	b	b	a	-	a	b	-	a	b	a	a	a	b	b	b	a	b	a	a	b	b	b	a	b	a	b	
74358_x1	b	b	a	b	a	a	a	a	a	a	a	-	b	a	-	b	a	b	b	a	a	b	b	b	b	b	b	a	b	b	a	b	b	b	
44674_x1	b	a	-	b	a	b	b	b	a	a	b	a	a	b	b	a	a	a	b	a	a	b	a	a	b	b	a	a	a	b	b	b	b	b	
54894_x1	a	a	b	a	b	b	a	-	b	b	a	b	a	b	a	b	b	b	b	b	a	a	b	-	b	a	b	b	a	a	b	b	a	b	
57577_x1	a	a	a	a	a	a	a	b	a	b	b	a	b	b	a	a	a	b	b	-	a	-	b	b	b	b	a	b	b	a	a	b	b	b	
9156_x1	a	-	b	a	b	a	a	a	b	b	a	-	-	-	-	b	b	b	a	b	b	-	-	b	a	a	b	b	b	a	-	a	a	a	
68591_x1	b	b	a	a	b	b	b	a	a	a	-	a	b	a	a	a	-	-	b	a	b	-	-	b	b	b	a	a	a	a	a	a	b	b	
12146_x1	b	b	b	b	a	a	a	b	b	a	-	a	b	b	a	-	-	a	a	-	b	-	a	a	a	a	b	a	a	b	b	a	a	b	
6316_x1	a	b	b	b	a	b	-	a	b	b	b	-	a	b	a	b	b	b	a	b	a	-	a	-	b	a	b	a	b	a	a	b	a	b	
39843_x1	-	b	b	a	b	b	a	a	b	a	a	-	a	a	a	-	b	b	a	a	b	a	b	-	a	a	b	b	b	a	a	a	a	b	
19951_x1	b	b	a	a	b	a	b	a	a	a	a	a	b	a	a	a	b	b	b	b	a	b	b	a	a	b	b	a	a	a	a	a	b	a	
48086_x1	-	b	a	a	b	a	b	a	b	b	b	b	b	b	a	a	a	-	a	-	-	a	b	-	b	a	a	b	a	b	b	b	a	b	
6795_x1	b	b	a	b	a	b	-	-	a	b	a	b	b	-	a	a	a	a	a	b	b	-	a	a	a	a	a	b	b	b	b	b	b	b	
53702_x1	a	a	-	a	b	b	a	a	a	b	-	a	a	a	a	b	b	b	b	b	b	-	b	b	b	a	a	a	a	b	a	a	b	-	
11695_x1	a	a	b	b	a	a	a	b	b	-	a	b	a	b	-	b	a	b	a	b	a	-	-	-	a	a	b	b	b	b	b	b	a	a	
65039_x1	b	b	a	a	b	b	b	a	b	b	b	b	b	b	b	b	a	-	a	a	-	a	b	b	a	b	a	a	b	a	a	b	a	a	
45169_x1	a	a	a	b	a	b	a	b	-	-	b	b	a	a	b	a	a	a	a	a	a	a	b	a	b	b	a	a	a	b	a	a	b	a	
9996_x1	a	b	b	b	a	b	-	a	a	b	a	a	a	a	a	b	b	b	a	-	-	-	a	-	-	a	b	b	b	b	-	a	a	-	
18150_x1	a	b	b	b	b	b	-	a	b	a	b	b	b	-	b	b	a	b	b	a	a	a	b	b	b	b	b	a	a	a	a	a	a	a	
7074_x1	a	a	b	a	a	a	a	b	a	a	b	a	b	b	b	a	a	a	a	b	b	a	b	a	a	b	b	b	a	-	a	a	-	b	
20526_x1	b	a	b	a	b	b	-	-	b	a	b	b	b	b	a	a	b	a	b	b	a	-	b	b	b	-	b	a	a	a	a	b	b	b	
57710_x1	-	a	a	b	b	a	b	b	a	b	a	a	b	b	a	a	a	a	b	a	a	-	b	a	b	b	b	b	b	a	-	-	a	b	
65052_x1	b	a	b	b	a	b	a	b	b	b	b	b	b	a	b	a	a	b	a	a	a	b	b	a	b	b	b	b	b	b	a	a	b	a	
42431_x1	a	a	-	-	b	b	b	a	b	b	b	b	a	b	b	a	b	b	b	a	-	-	b	b	b	b	a	b	a	b	a	b	b	a	
86326_x1	a	a	b	b	-	-	a	b	a	a	a	a	a	a	a	-	b	b	b	b	-	-	a	-	b	-	b	b	a	b	b	a	b	b	
18860_x1	b	a	b	b	a	b	a	b	a	a	a	a	a	a	b	b	b	a	b	a	b	b	a	b	a	b	b	a	b	a	-	a	b	a	
63325_x1	b	b	b	a	a	a	a	a	b	b	a	b	b	b	-	a	b	a	a	a	a	-	a	-	b	a	a	b	b	a	b	b	a	a	
65924_x1	b	a	a	b	b	b	a	a	a	a	-	b	a	a	b	b	a	b	a	a	b	a	b	a	-	a	a	a	a	b	a	b	a	b	
17267_x1	b	a	-	b	a	b	a	-	b	b	b	b	b	a	a	a	b	a	a	a	b	-	b	-	a	a	b	a	a	b	a	b	a	a	
808_x1	b	b	a	b	b	b	b	b	a	-	a	a	b	b	b	-	b	b	a	b	-	a	-	-	b	b	a	a	b	-	-	b	b	-	
56060_x1	b	a	b	b	a	-	-	b	a	a	a	a	a	-	b	b	b	a	b	a	b	b	a	b	a	b	b	a	b	a	a	a	b	a	
68499_x1	b	b	b	a	b	a	b	b	b	a	b	b	-	-	a	-	b	b	a	a	a	b	b	a	b	a	b	a	b	a	a	a	b	a	
60116_x1	b	b	a	-	a	b	b	a	-	a	-	-	a	-	a	b	b	a	a	-	b	-	a	a	b	a	a	b	a	a	a	b	-	b	
8738_x1	a	a	a	a	b	a	b	b	a	a	a	a	-	a	b	a	a	b	a	b	a	a	a	a	a	a	a	a	a	a	b	a	a	a	
36273_x1	-	b	b	a	a	b	-	-	b	a	b	b	a	b	-	a	b	a	b	b	a	a	b	a	b	b	a	b	b	a	b	a	b	a	
45445_x1	a	b	-	b	a	a	-	a	-	b	-	a	a	a	b	-	a	b	a	a	b	a	a	-	a	b	a	b	b	b	b	a	a	-	
59869_x1	a	a	a	b	a	b	a	b	b	a	-	a	a	a	a	b	a	b	b	b	b	b	a	b	a	b	b	b	a	b	a	a	a	b	
4780_x1	a	a	b	b	b	a	a	b	a	a	b	b	b	b	a	a	b	b	a	b	b	b	-	a	b	b	a	a	a	b	a	a	b	b	
9624_x1	a	a	a	a	a	b	a	b	b	a	a	a	a	a	b	b	a	a	a	b	b	b	b	a	a	a	b	b	a	b	a	b	b	b	
60623_x1	a	b	a	a	b	a	b	a	a	a	a	-	a	b	a	b	b	a	b	a	a	a	a	b	a	a	a	a	a	a	b	b	a	b	
67427_x1	a	a	a	b	a	b	-	a	a	b	-	a	a	-	b	a	a	b	b	b	-	b	a	b	a	a	a	b	a	b	b	b	a	b	
49943_x1	a	b	b	b	b	b	b	-	b	a	a	a	a	-	b	a	a	a	a	b	a	a	a	b	a	a	a	b	a	a	-	b	b	a	
39916_x1	b	b	b	b	a	a	a	b	b	a	a	a	b	b	a	b	a	a	a	b	b	-	-	a	-	a	b	a	a	-	b	a	a	b	
73347_x1	b	a	b	b	a	b	a	b	b	b	b	-	a	a	a	a	a	b	a	b	b	-	b	a	b	b	b	a	b	a	a	a	-	a	
69682_x1	-	a	a	b	b	b	b	b	a	a	a	-	-	-	a	a	a	b	b	b	a	b	a	b	b	b	b	b	b	b	b	b	b	a	
58890_x2	b	b	a	a	b	a	a	b	a	b	a	a	a	b	a	b	a	a	b	b	-	b	b	b	b	b	a	a	b	b	a	a	b	b	
49971_x1	a	a	b	b	b	b	b	b	-	a	a	b	b	a	a	a	a	b	b	b	-	b	a	b	b	b	b	b	b	b	b	b	b	a	
11215_x1	b	b	a	b	b	a	-	a	b	b	b	-	a	a	a	a	b	b	b	a	a	b	-	b	b	a	a	a	b	a	b	a	a	a	
58567_x1	b	b	b	a	a	b	-	a	b	b	a	-	b	b	a	a	b	a	b	a	b	b	a	a	b	b	a	b	a	a	b	b	a	b	
16280_x1	a	a	b	a	a	a	b	b	a	a	b	-	b	-	b	b	b	a	a	a	a	a	b	a	a	a	b	a	a	a	b	b	b	a	
69294_x1	b	a	-	-	b	a	b	b	a	b	a	a	a	a	a	b	a	a	b	a	-	-	a	a	-	a	b	a	a	a	a	a	b	b	
74221_x1	a	a	a	a	b	a	b	a	a	b	a	b	a	a	-	a	-	a	a	-	-	a	a	-	-	b	a	a	a	a	a	b	-	a	
21661_x1	a	b	b	b	a	a	a	a	b	a	a	a	-	-	-	a	-	a	b	-	b	-	b	a	-	a	b	a	a	b	-	b	a	a	
78996_x1	b	b	b	a	b	-	-	a	b	b	a	a	b	b	a	b	a	a	b	b	-	-	a	b	-	b	b	b	b	a	b	a	-	b	
54845_x1	a	b	b	b	a	b	-	a	b	b	-	a	a	b	a	b	b	b	a	b	a	b	a	-	b	a	b	a	b	a	a	b	a	b	
7211_x1	b	b	a	a	b	b	b	-	b	a	b	a	a	-	a	b	-	b	a	b	a	-	-	-	b	b	a	b	b	a	b	a	b	b	
53167_x1	b	a	b	b	-	b	a	b	a	a	-	a	a	a	b	-	b	a	b	a	-	-	-	b	a	b	b	a	b	a	a	a	b	a	
11402_x1	a	-	-	b	a	b	-	b	a	a	b	-	a	a	-	b	-	b	b	b	b	b	a	b	a	b	b	b	a	b	a	a	b	b	
45697_x1	b	b	-	-	-	a	a	a	b	b	b	b	a	a	b	a	a	b	b	b	b	b	-	b	b	b	a	b	b	b	-	a	-	b	
4436_x1	a	a	-	b	a	b	a	-	b	a	-	b	-	-	b	a	b	b	a	a	-	b	a	a	b	a	a	a	b	b	a	b	b	a	
52281_x1	b	a	b	b	a	b	-	a	b	b	-	b	b	-	b	b	b	a	a	b	-	a	-	b	a	a	b	a	a	b	a	b	a	a	
25823_x1	a	b	b	-	b	b	-	b	a	a	a	b	a	-	a	-	b	a	a	b	a	a	b	a	a	b	a	b	b	b	a	b	b	a	
78602_x1	a	a	a	b	b	a	-	b	a	a	-	a	a	a	b	b	a	b	a	a	a	a	b	b	a	a	b	a	b	b	a	a	b	a	
1607_x1	a	-	b	b	b	b	b	a	b	a	a	a	a	a	-	a	a	a	a	b	a	b	a	b	a	a	a	b	a	a	a	b	b	a	
3882_x1	b	a	-	b	a	-	a	b	a	a	a	a	a	a	b	-	b	a	b	a	-	b	a	b	a	b	b	a	b	a	a	a	-	a	
4782_x1	b	a	-	a	b	b	-	b	b	a	b	-	b	b	a	a	b	a	b	b	-	b	b	-	b	a	b	a	a	a	a	b	-	b	
68904_x1	b	b	a	b	a	b	b	a	a	a	a	b	a	b	a	b	b	a	a	a	-	a	a	-	a	a	a	b	a	b	b	b	-	b	
42054_x1	a	a	b	b	a	b	-	-	a	a	-	a	a	b	a	b	-	a	b	b	-	a	a	a	a	a	b	b	a	b	a	b	-	b	
46684_x1	a	a	a	b	b	b	b	-	a	a	-	-	a	-	a	b	a	b	b	b	b	-	-	-	-	a	b	a	b	b	a	b	b	a	
12125_x1	a	b	b	a	a	b	a	b	b	a	b	b	a	b	a	a	b	a	b	b	a	a	b	a	b	b	b	b	b	a	b	a	b	a	
69346_x1	a	a	b	b	b	a	b	a	a	b	a	-	-	b	b	a	a	a	-	b	-	-	a	-	-	a	a	b	b	a	-	a	b	a	
49441_x1	a	b	a	b	b	a	a	a	a	a	a	a	a	b	a	b	b	b	b	a	-	b	a	b	b	a	a	a	a	b	b	a	b	a	
77551_x1	a	a	a	b	b	b	-	a	b	a	a	a	b	b	a	-	b	b	b	a	b	a	-	a	-	b	a	a	b	b	-	b	a	b	
26865_x1	b	b	b	b	b	b	b	a	b	b	a	b	a	a	b	-	b	a	a	a	b	-	a	a	a	a	b	a	a	b	b	a	-	b	
77091_x1	-	a	b	b	b	a	b	a	b	b	b	b	b	-	-	a	-	a	-	b	-	b	a	-	a	-	b	a	b	b	b	b	b	b	
