population_type DH
population_name CMUW10X_0009
distance_function kosambi
cut_off_p_value .0001
no_map_dist 15.0
no_map_size 2
missing_threshold .25
estimation_before_clustering yes
detect_bad_data yes
objective_function ML
number_of_loci 5774
number_of_individual 31

locus_name	CMUW10X09H_0009	CMUW10X09H_0014	CMUW10X09H_0021	CMUW10X09H_0023	CMUW10X09H_0028	CMUW10X09H_0030	CMUW10X09H_0031	CMUW10X09H_0034	CMUW10X09H_0035	CMUW10X09H_0036	CMUW10X09H_0037	CMUW10X09H_0038	CMUW10X09H_0039	CMUW10X09H_0043	CMUW10X09H_0044	CMUW10X09H_0045	CMUW10X09H_0049	CMUW10X09H_0058	CMUW10X09H_0059	CMUW10X09H_0060	CMUW10X09H_0062	CMUW10X09H_0067	CMUW10X09H_0068	CMUW10X09H_0069	CMUW10X09H_0073	CMUW10X09H_0076	CMUW10X09H_0077	CMUW10X09H_0081	CMUW10X09H_0083	CMUW10X09H_0084	CMUW10X09H_0093	
53015_x1	b	b	a	-	a	-	-	b	a	a	b	b	b	b	-	-	a	b	b	a	b	a	b	a	a	b	a	b	b	b	a	
66690_x1	b	b	a	b	b	b	a	b	b	a	b	-	b	b	b	-	a	b	b	b	b	a	b	b	b	b	b	b	a	b	a	
5082_x1	-	a	a	a	b	a	a	b	a	b	b	b	b	a	b	a	a	a	a	a	a	b	b	b	a	b	b	a	b	a	a	
29760_x1	b	a	a	a	a	a	a	b	a	-	b	a	b	b	a	-	b	b	b	b	b	a	a	a	b	a	b	b	a	a	b	
33474_x1	b	a	a	b	a	a	a	b	b	b	a	b	b	b	b	a	a	a	a	b	a	a	b	b	a	b	b	a	a	b	a	
2793_x1	b	b	a	b	a	-	b	a	b	-	a	b	a	a	a	b	b	a	b	b	a	b	b	a	b	b	a	a	a	a	b	
55554_x1	b	a	b	a	b	a	b	a	b	a	b	a	a	a	b	b	b	b	a	-	a	-	a	b	a	b	a	a	b	-	a	
3937_x1	a	b	a	b	b	-	b	a	-	b	b	b	b	a	-	-	a	a	-	b	b	b	a	-	b	a	-	b	a	a	a	
23048_x1	a	b	b	b	b	b	b	a	b	b	a	b	a	a	b	b	a	a	b	b	a	b	b	b	a	a	a	a	b	b	b	
8197_x1	a	a	a	a	b	b	-	a	-	b	b	a	a	a	a	b	b	a	a	b	a	b	b	-	a	a	a	b	a	a	a	
40741_x1	a	b	a	a	b	b	b	b	a	-	a	b	b	a	b	b	b	b	b	b	a	a	a	b	b	a	a	b	a	b	b	
17837_x1	b	b	b	-	b	b	b	b	b	b	a	a	b	b	b	b	b	b	a	a	b	-	b	a	a	b	b	b	b	b	b	
68749_x1	-	b	a	b	a	b	a	b	a	-	-	a	b	a	a	b	a	b	a	-	b	a	b	a	b	b	b	b	b	a	b	
53062_x1	b	a	b	a	b	-	a	b	a	b	b	b	a	a	b	a	b	a	b	b	a	a	b	a	a	a	a	b	b	a	a	
72260_x1	b	a	a	a	a	b	a	b	-	b	b	a	b	b	b	-	b	a	a	b	a	a	a	-	a	a	-	a	b	b	a	
70040_x1	b	a	a	a	b	b	b	b	-	a	b	a	-	b	-	b	a	b	b	a	b	a	a	b	a	a	a	b	a	b	a	
56018_x1	b	-	b	a	a	a	-	b	b	b	-	b	a	a	b	b	a	a	b	a	b	b	a	a	b	b	a	b	a	b	b	
71502_x1	b	a	a	b	a	-	-	a	b	a	-	a	a	a	b	b	a	b	-	b	b	b	b	-	a	b	-	a	b	b	b	
75443_x1	b	a	a	b	b	a	-	a	a	a	b	b	a	a	a	-	a	a	a	a	a	a	b	b	b	a	a	b	b	b	b	
19757_x1	b	a	a	a	a	b	a	a	b	b	a	b	b	-	a	-	b	a	a	a	a	b	a	a	a	a	a	b	b	b	b	
24727_x1	a	b	b	b	a	a	a	b	b	a	b	-	a	a	a	b	b	a	a	b	b	b	a	a	b	a	a	b	a	b	a	
64517_x1	a	b	b	b	-	b	b	a	b	b	b	b	b	a	b	a	a	b	a	b	a	a	a	b	b	b	b	b	a	b	a	
47642_x1	a	a	b	b	a	b	a	a	a	-	a	-	a	a	-	b	b	b	a	a	a	a	b	a	a	b	a	b	a	b	a	
72378_x1	b	a	a	a	b	-	a	-	a	a	b	b	-	a	-	a	a	a	-	a	a	b	b	b	a	b	b	a	b	a	a	
58470_x1	b	b	b	-	-	b	-	a	-	-	b	a	a	b	a	a	b	b	b	b	b	b	a	b	b	a	-	b	a	a	b	
24721_x1	a	-	a	b	b	a	-	b	-	b	-	b	a	b	-	a	b	-	a	a	a	a	a	b	b	b	a	a	b	a	b	
72195_x1	a	b	a	b	a	b	-	a	a	a	b	a	b	a	a	-	a	a	b	a	b	b	a	b	b	a	a	a	b	b	a	
931_x1	a	a	b	a	b	a	b	a	b	a	a	b	a	b	-	a	b	b	b	b	a	b	a	-	a	a	a	a	a	b	b	
116_x1	b	a	a	b	b	a	a	a	a	a	-	a	a	a	a	a	a	a	a	a	a	b	b	b	b	a	a	b	b	b	b	
41966_x1	a	b	a	b	b	b	b	a	b	b	a	b	a	b	a	b	b	b	b	a	b	a	b	b	a	a	-	b	b	b	b	
2269_x1	b	b	b	a	-	a	a	a	a	b	a	-	b	a	a	b	a	a	b	b	a	a	a	b	b	a	b	a	b	b	b	
61900_x1	b	a	b	b	a	b	a	b	b	a	a	-	a	b	a	-	b	b	-	b	b	b	b	a	b	a	b	b	a	a	b	
41049_x1	a	b	b	b	b	a	-	b	a	a	b	a	a	b	b	b	a	b	b	b	b	a	b	b	b	b	-	a	a	a	a	
32864_x1	a	b	b	a	b	-	b	a	-	a	-	a	a	a	-	b	b	b	b	a	b	b	a	a	b	-	a	b	b	a	b	
65253_x1	b	a	b	a	b	-	-	b	-	b	b	b	b	b	-	-	a	a	a	a	a	a	-	a	b	a	a	b	a	a	a	
22463_x1	a	a	b	b	b	b	a	a	a	a	b	b	a	-	a	a	a	a	a	b	a	b	a	a	a	a	b	b	b	b	a	
59251_x1	a	b	a	b	b	a	a	a	a	b	b	-	b	a	b	a	a	b	a	a	a	a	a	a	a	b	b	b	a	a	a	
11377_x1	a	a	b	a	b	b	b	b	b	b	b	b	a	a	a	b	b	b	a	b	b	a	a	b	a	a	a	a	b	b	a	
35969_x1	b	b	a	-	a	a	-	b	a	-	b	a	b	b	b	b	a	b	-	a	b	a	a	a	b	a	b	b	a	a	a	
10613_x1	a	b	a	a	a	b	b	a	a	b	a	-	a	b	-	a	a	b	a	b	a	b	a	a	a	b	b	a	a	b	b	
6921_x1	-	b	b	a	b	b	b	b	a	b	a	b	b	b	a	a	b	a	a	a	a	a	a	a	b	a	-	b	a	a	a	
66262_x1	b	b	b	a	b	b	a	a	a	-	b	b	-	a	a	a	b	b	b	a	a	a	a	b	b	b	a	a	a	b	b	
51110_x1	a	a	b	a	a	a	-	b	a	-	a	-	b	a	-	a	b	a	b	b	b	b	b	a	b	-	b	b	b	b	b	
32948_x1	b	b	b	a	a	b	b	b	-	b	a	b	-	a	a	a	b	b	b	b	a	b	a	a	b	b	b	a	b	b	b	
71299_x1	a	a	a	b	a	a	a	a	a	a	b	b	a	a	a	a	a	a	b	b	a	a	a	b	b	a	a	a	a	a	a	
13925_x1	b	b	a	a	a	b	a	a	a	a	a	b	b	b	-	a	b	b	b	b	b	a	b	-	b	b	b	b	b	a	a	
53537_x1	b	a	b	a	b	a	b	a	a	b	a	a	a	a	a	a	b	a	-	a	b	b	a	-	a	b	-	a	b	a	b	
13601_x1	a	a	b	-	b	b	b	a	a	a	-	a	-	a	-	-	b	b	b	a	b	b	a	a	b	a	-	b	b	a	b	
39237_x1	a	a	b	a	a	a	a	b	b	b	b	-	b	b	b	a	a	a	b	b	a	a	b	a	b	a	b	b	b	a	a	
27186_x1	a	a	b	a	a	a	b	a	b	a	b	a	a	a	-	-	a	a	a	b	a	b	b	b	a	b	a	b	a	a	b	
22913_x1	a	b	a	b	b	a	b	b	-	a	a	b	a	b	-	a	b	b	a	a	a	a	a	b	b	b	a	a	b	a	b	
45404_x1	-	b	b	a	b	a	a	a	-	b	b	b	a	b	b	b	a	a	b	b	a	b	a	a	a	a	a	a	a	a	a	
74994_x1	b	a	a	a	b	a	a	b	a	b	b	b	a	a	b	a	a	a	a	a	a	b	b	b	a	b	a	b	b	a	a	
56874_x1	b	b	a	a	b	a	a	b	b	b	a	-	b	b	a	a	a	a	a	a	b	b	a	a	a	b	-	a	a	a	b	
52282_x1	b	a	a	b	a	a	a	a	-	a	b	a	a	a	b	b	a	b	-	b	b	b	b	b	a	b	b	a	b	b	b	
44391_x1	a	-	a	b	a	a	a	b	b	b	-	a	-	a	b	-	b	b	a	a	a	a	a	b	b	b	a	a	a	a	b	
8569_x1	a	b	b	a	b	a	a	a	-	a	-	-	-	b	a	a	a	a	a	b	a	b	a	-	b	-	-	b	b	a	a	
64490_x1	a	a	b	b	b	b	b	a	b	b	a	a	a	-	a	b	a	a	a	a	a	b	a	b	b	a	a	a	a	b	b	
65043_x1	b	b	a	a	b	a	b	a	-	a	a	a	a	a	a	-	b	a	a	b	a	a	a	b	a	b	b	a	a	a	b	
18837_x1	a	b	b	b	a	b	b	a	-	b	-	a	a	b	a	b	b	b	b	b	b	a	-	a	b	a	a	b	a	b	b	
59141_x1	b	b	a	b	b	a	b	b	b	b	a	a	a	a	b	a	a	b	b	a	a	a	b	a	a	b	a	b	b	a	b	
72199_x1	b	b	b	a	a	-	a	a	a	b	a	-	b	a	a	-	a	a	b	b	a	a	b	b	a	a	-	a	b	b	b	
77454_x1	a	b	b	b	a	-	-	a	b	b	-	-	b	b	a	-	b	a	a	b	a	b	b	a	b	b	b	a	-	a	b	
55026_x1	a	a	a	b	b	a	a	a	-	a	b	a	a	b	b	-	a	a	a	a	b	a	b	b	a	a	a	b	a	a	a	
61880_x1	b	a	b	a	a	-	a	a	a	b	a	b	a	a	-	b	b	a	b	b	-	b	a	a	a	b	-	b	b	b	a	
60963_x1	a	b	b	b	b	a	b	a	b	a	a	b	b	b	a	b	a	a	a	b	a	a	a	a	b	a	-	b	a	b	b	
22394_x1	a	a	b	b	b	b	b	a	b	b	a	b	a	a	a	-	b	a	b	-	a	b	b	b	a	b	-	a	b	b	b	
20802_x1	a	b	b	b	b	a	b	a	b	a	a	b	a	a	-	a	a	b	b	a	b	b	b	b	b	b	-	b	a	a	b	
21860_x1	a	b	b	a	a	b	a	a	b	-	a	-	b	a	a	b	a	a	b	b	-	b	a	b	a	a	b	b	a	a	b	
72507_x1	a	a	a	a	b	b	a	a	b	-	-	a	a	-	a	-	b	a	a	b	a	b	b	a	a	-	-	b	a	a	a	
41513_x1	a	b	b	a	b	b	a	a	b	-	a	a	b	a	a	-	b	a	b	b	b	a	a	b	a	a	b	b	a	b	a	
3480_x1	b	b	b	-	a	a	a	a	a	b	a	b	b	a	a	b	a	a	b	-	a	a	b	b	a	a	b	a	-	b	b	
39527_x1	b	a	b	a	b	a	a	b	-	b	a	-	b	b	b	b	b	-	a	b	a	a	b	a	a	a	b	b	b	a	b	
62998_x1	a	b	b	a	b	b	a	a	b	b	a	a	-	a	a	-	b	a	b	b	b	a	a	b	a	a	b	b	a	b	a	
55065_x1	b	a	a	a	b	b	a	a	a	a	a	a	b	-	a	b	a	a	b	b	a	a	a	a	a	b	a	b	b	-	b	
64379_x1	b	a	b	a	a	a	b	b	b	-	a	b	a	a	-	b	a	a	b	a	b	b	a	a	a	b	a	b	a	b	b	
1322_x1	b	b	b	b	b	a	a	b	b	b	b	b	b	a	b	b	b	a	b	a	b	a	b	b	b	a	a	b	b	a	a	
11646_x1	a	a	b	b	b	a	-	b	b	b	b	a	a	a	a	b	a	a	a	a	a	b	a	a	a	a	a	a	a	b	b	
13653_x1	a	a	a	a	-	a	b	a	-	a	-	-	a	b	b	-	a	a	b	b	a	b	b	b	b	a	a	a	b	b	a	
16283_x1	-	a	a	a	a	b	b	a	a	-	a	a	-	b	a	a	a	b	a	b	a	b	a	a	a	b	b	a	a	b	b	
55933_x1	a	a	a	b	b	b	a	a	a	b	a	a	a	b	a	a	a	a	a	b	-	a	b	a	a	b	b	a	b	a	b	
68588_x1	b	a	a	b	a	a	a	a	a	b	a	b	b	b	a	b	a	a	a	b	a	b	a	a	a	a	a	a	b	b	b	
56986_x1	b	b	a	b	a	a	a	b	b	b	a	a	b	a	b	b	b	b	b	a	b	a	b	b	b	b	a	a	a	a	b	
48955_x1	b	a	-	b	b	-	b	a	b	-	b	a	a	a	b	b	a	a	a	a	b	b	a	a	b	b	a	a	b	a	b	
9425_x1	b	a	a	a	b	a	a	a	a	b	a	a	b	b	a	a	b	a	a	a	a	a	a	b	b	a	b	a	a	b	b	
37153_x1	b	b	b	a	a	b	a	b	b	b	b	a	a	a	b	b	a	b	b	a	a	a	b	a	b	a	b	b	a	b	a	
67276_x1	a	-	a	b	b	a	a	a	a	a	b	a	-	b	a	a	b	b	a	b	-	a	b	a	b	a	-	a	b	a	a	
27914_x1	a	a	b	b	a	b	-	b	b	b	-	a	-	a	b	a	a	a	b	a	a	b	-	a	b	b	b	b	b	b	b	
25213_x1	b	a	a	b	b	a	a	a	-	a	b	a	a	a	a	a	a	a	a	a	a	b	b	b	b	a	a	b	b	b	b	
57562_x1	a	b	a	b	b	a	b	b	b	b	b	b	a	b	b	a	b	b	a	a	a	a	a	b	b	b	a	a	b	a	b	
41946_x1	a	b	b	a	a	-	a	b	a	b	a	b	a	b	b	a	a	a	a	b	b	b	b	a	b	b	a	b	a	b	a	
65200_x1	a	-	a	a	a	a	b	b	a	-	-	b	a	b	a	a	a	a	b	a	a	a	b	a	b	b	a	b	b	a	a	
43106_x1	-	a	a	a	-	b	a	a	b	a	b	-	a	a	b	-	a	a	b	b	-	b	b	b	b	b	b	b	b	a	b	
44991_x1	a	a	a	b	b	a	-	a	-	a	b	-	a	b	-	b	a	a	a	a	b	-	b	b	a	a	a	b	a	a	a	
58922_x2	a	a	a	b	b	a	a	a	b	a	-	-	a	b	b	-	a	a	a	a	b	a	b	b	a	a	a	b	a	a	a	
73291_x1	b	b	a	a	a	a	b	b	-	b	a	a	b	a	b	b	b	b	b	a	b	a	b	b	b	b	a	a	a	a	b	
64856_x1	b	b	a	a	a	-	-	a	b	b	-	a	b	b	b	a	b	b	a	b	a	b	b	a	a	b	a	a	b	a	a	
64434_x1	b	a	a	a	b	a	a	a	-	b	a	-	b	b	a	-	b	a	a	a	a	a	b	b	b	a	b	a	a	b	b	
2827_x1	a	a	b	-	a	a	a	b	a	a	b	b	a	a	a	b	b	a	a	b	b	b	a	a	b	a	b	b	a	b	a	
57640_x1	b	-	a	b	-	b	b	b	b	b	a	b	-	b	b	-	a	a	a	-	-	-	b	b	a	b	b	b	a	a	a	
43104_x1	b	b	a	a	a	a	a	b	a	-	b	a	a	b	a	a	b	a	-	a	a	a	-	b	b	b	a	a	a	a	a	
39647_x1	b	b	a	b	a	a	-	b	b	b	a	b	a	b	b	a	a	a	a	a	a	a	b	b	a	b	b	a	a	b	a	
21326_x1	b	b	a	a	b	a	a	b	b	b	a	a	b	-	b	-	a	a	a	a	b	b	a	a	a	b	b	a	a	a	b	
4509_x1	b	-	a	b	a	b	a	b	a	b	b	a	b	a	b	b	a	a	a	a	b	a	b	-	b	b	b	b	b	a	a	
4046_x1	b	a	a	b	a	b	b	b	a	-	b	a	a	-	-	b	b	b	-	a	b	a	-	b	a	a	-	a	-	b	b	
46427_x1	b	a	b	a	a	b	-	a	a	b	a	b	b	a	a	a	b	a	b	-	a	b	a	a	b	b	b	b	b	b	b	
13479_x1	a	a	b	b	b	b	-	a	b	a	a	-	b	a	a	a	a	b	a	a	b	b	a	a	a	a	b	b	b	b	b	
17728_x1	a	b	b	b	a	-	a	a	b	a	-	a	a	a	b	a	b	b	a	b	b	b	a	b	b	a	b	a	b	b	b	
65090_x1	a	a	b	a	a	b	a	b	a	a	a	a	a	b	b	b	b	a	b	a	a	b	b	b	a	b	a	b	b	b	b	
78018_x1	a	a	b	b	a	b	a	a	b	b	a	a	a	a	b	b	b	a	a	b	a	b	a	b	b	a	b	a	-	a	b	
18796_x1	b	b	a	a	b	a	a	b	a	-	b	b	-	b	b	-	a	b	b	a	b	a	b	a	a	b	-	b	b	b	a	
32255_x1	b	-	b	a	b	a	b	a	b	b	b	-	a	b	a	a	a	a	a	a	b	b	b	a	a	b	a	a	b	-	a	
3812_x1	a	b	b	a	b	b	b	a	b	b	b	a	b	a	b	b	b	b	b	b	b	b	a	a	a	b	b	a	a	b	a	
26125_x1	a	b	b	a	b	b	a	a	-	b	-	a	b	a	-	a	b	a	b	-	b	a	a	-	a	a	-	b	a	b	a	
48189_x1	a	-	b	b	a	b	b	b	b	b	-	a	-	a	b	a	a	a	b	a	a	b	b	a	b	b	b	b	b	b	b	
49039_x1	b	b	b	a	a	a	a	a	-	b	a	b	b	a	a	b	a	a	b	b	a	a	a	-	b	a	b	a	b	b	b	
55349_x1	-	b	a	b	b	-	a	a	a	-	-	a	a	b	a	a	a	a	a	b	b	a	b	a	a	b	b	a	b	a	b	
62182_x1	a	b	b	b	a	b	b	a	b	a	-	a	a	b	a	b	b	b	b	b	b	a	a	a	b	a	b	a	a	b	b	
13581_x1	-	b	a	b	b	b	a	b	b	a	b	b	b	b	b	-	a	b	b	b	a	a	b	b	b	a	b	b	a	b	a	
61461_x1	b	a	b	b	b	a	a	b	-	a	b	b	b	a	b	b	b	a	b	a	b	a	b	b	b	a	a	b	b	a	a	
16799_x1	a	a	a	a	b	-	b	b	b	-	b	b	b	b	b	b	a	a	b	-	a	b	b	a	b	a	-	a	b	a	a	
54810_x1	b	b	a	b	a	a	a	a	a	b	a	a	b	b	b	a	a	a	b	a	a	b	b	a	b	b	b	b	a	a	b	
54479_x1	a	a	b	a	b	a	b	a	b	a	a	-	a	b	a	a	b	b	b	b	a	b	a	b	a	a	-	a	a	b	b	
7642_x1	b	b	a	b	b	b	a	b	-	b	a	b	b	b	a	b	b	b	b	a	b	a	a	a	b	-	b	a	b	-	a	
54470_x1	b	a	b	a	b	a	b	a	b	-	a	a	a	b	b	b	a	b	a	b	a	a	a	a	b	b	a	a	b	b	a	
1647_x1	a	a	b	b	b	b	b	-	b	b	a	b	a	a	b	-	b	a	-	b	a	b	b	b	a	b	a	a	b	b	b	
4925_x2	b	b	-	a	a	a	a	b	a	-	b	a	a	b	b	a	b	a	a	a	a	a	b	b	b	b	a	a	a	a	a	
29376_x1	a	b	b	b	b	a	b	b	a	a	-	-	a	b	-	-	a	b	b	b	b	a	b	b	b	b	-	a	a	a	a	
4925_x1	b	a	-	b	a	b	b	a	b	-	a	b	a	a	b	a	b	a	a	b	a	b	a	b	a	b	a	a	a	b	a	
30743_x1	a	b	b	a	b	b	b	a	-	a	b	a	a	a	a	b	b	b	-	a	b	b	a	a	b	a	-	b	b	a	b	
1399_x1	a	a	b	b	b	-	-	a	b	a	a	a	a	a	a	-	a	b	b	b	a	a	b	a	a	b	a	a	a	b	b	
62843_x1	b	a	b	b	b	a	b	b	a	b	b	b	a	b	b	a	b	b	a	a	a	a	b	a	b	b	a	a	b	b	a	
7644_x1	a	a	b	b	b	b	b	b	-	b	a	a	b	a	a	-	b	b	b	-	-	b	a	a	b	b	b	a	b	b	b	
58399_x1	b	b	b	a	b	a	b	a	b	b	a	-	b	-	b	a	a	a	-	-	a	b	a	b	a	a	b	b	a	a	b	
51658_x1	b	b	b	a	b	b	-	b	b	b	a	a	a	b	b	b	b	b	a	a	b	a	b	a	a	b	b	b	b	b	b	
25046_x1	-	b	a	b	a	b	b	a	a	a	b	a	-	a	a	-	a	a	b	a	b	b	a	b	b	b	a	a	a	b	a	
62267_x1	a	a	b	a	b	b	b	b	-	b	b	b	a	a	a	-	b	b	a	a	b	a	a	b	a	a	a	a	b	b	a	
12364_x1	a	a	a	b	a	b	b	b	a	-	b	b	b	b	b	b	b	a	a	a	b	a	b	b	b	a	a	b	a	a	a	
79350_x1	a	a	a	a	a	a	b	b	a	b	a	a	b	b	b	a	a	b	b	a	b	a	a	b	b	b	b	a	b	b	a	
70614_x1	a	-	b	b	b	b	-	b	a	a	b	b	a	a	-	-	a	a	a	a	b	-	b	b	a	a	b	b	a	b	a	
47215_x1	b	b	a	a	a	a	b	a	b	a	b	a	a	b	b	a	b	b	b	a	b	b	b	-	b	a	a	b	b	a	b	
78839_x1	b	b	a	a	b	a	b	b	b	b	b	-	-	b	a	a	b	a	b	b	b	b	a	b	-	a	b	a	b	a	b	
43826_x1	b	a	a	a	a	a	a	b	b	-	a	a	-	a	b	a	a	b	b	b	a	b	a	a	b	a	a	b	b	b	b	
54398_x1	a	a	b	b	a	-	-	a	b	-	b	a	b	b	a	-	b	b	b	b	a	a	a	a	b	a	b	a	a	b	b	
65579_x1	a	a	b	a	a	a	a	b	a	b	-	b	a	b	-	a	b	a	b	b	a	a	b	a	a	a	a	b	-	a	a	
56932_x1	b	b	a	-	b	b	a	a	b	a	-	a	a	b	a	b	a	a	b	b	b	-	a	b	a	b	a	a	a	-	a	
65023_x1	a	a	b	a	b	b	-	a	a	a	b	a	b	a	a	b	b	b	b	b	b	b	a	a	b	a	a	b	b	a	b	
85350_x1	a	a	b	b	a	b	b	b	-	b	-	-	b	a	b	a	a	a	b	a	a	b	b	a	b	b	b	b	b	b	b	
3855_x1	b	-	b	a	a	a	b	b	-	b	-	b	a	b	b	a	a	b	b	-	b	b	a	b	b	a	a	b	b	b	b	
44825_x1	b	a	a	a	a	a	b	b	b	-	-	b	a	a	b	b	a	a	b	a	a	b	a	a	a	b	a	a	a	b	b	
57636_x1	a	b	a	b	b	b	a	a	b	b	a	b	a	b	a	-	b	b	b	a	b	a	b	b	a	a	b	b	b	b	b	
69074_x1	a	b	b	b	b	a	b	b	b	b	b	b	a	b	b	a	b	b	a	a	b	b	b	-	b	a	b	a	a	b	a	
23976_x1	a	a	b	b	a	b	a	b	a	b	b	-	a	a	a	b	a	b	b	a	b	b	b	b	b	a	a	b	b	b	a	
74149_x1	b	b	a	b	b	a	a	a	a	b	a	a	a	b	b	a	b	a	a	a	a	b	a	a	b	a	b	b	a	a	b	
24818_x1	a	b	b	b	a	-	b	a	-	b	a	-	-	a	b	a	b	a	a	b	a	b	b	a	b	b	b	a	b	a	b	
34125_x1	a	a	b	a	b	a	a	a	b	a	a	b	b	b	a	a	a	a	a	-	a	b	a	a	b	b	a	b	b	a	a	
77291_x1	b	b	a	a	a	a	a	b	-	a	b	a	b	b	-	b	a	b	a	a	b	a	a	a	b	a	b	b	a	a	a	
42333_x1	b	b	b	b	-	-	a	b	-	b	a	b	b	a	-	a	b	b	a	b	b	a	a	-	b	b	b	a	a	b	a	
60509_x1	b	a	a	a	a	a	a	b	a	b	b	a	b	b	a	-	b	b	b	b	b	a	a	b	b	a	b	b	a	a	b	
6973_x1	a	a	b	a	a	a	b	a	b	a	-	-	-	a	b	a	a	a	a	b	a	b	a	b	a	b	a	b	a	a	b	
59625_x1	b	-	a	a	b	-	b	b	a	-	a	-	b	-	b	a	b	b	b	-	a	a	b	b	a	b	a	a	b	-	b	
49649_x1	b	a	a	a	b	b	b	b	a	-	-	a	a	b	b	a	b	b	b	a	a	-	b	b	a	b	a	a	b	a	b	
63302_x1	b	a	a	a	-	a	a	b	b	a	a	b	b	b	b	a	b	a	b	b	b	b	a	a	a	a	-	b	b	a	b	
48869_x1	a	a	a	a	a	b	b	b	a	-	a	a	b	b	a	a	a	b	a	b	-	b	a	a	a	b	b	a	a	b	b	
32466_x1	a	a	b	a	a	b	a	a	a	a	b	b	a	b	a	b	b	a	a	b	b	b	a	b	b	a	b	a	a	b	a	
93152_x1	b	a	b	b	b	a	a	b	b	a	-	b	-	a	b	-	b	a	-	a	b	a	b	b	b	a	a	b	b	a	a	
1621_x1	a	b	a	b	b	b	a	a	a	a	a	a	b	a	a	b	b	a	a	b	a	a	b	a	b	b	-	a	a	a	a	
52647_x1	b	b	a	-	a	b	a	a	-	b	a	a	a	b	b	a	b	a	a	b	b	a	b	b	b	a	a	a	a	b	a	
49835_x1	b	a	b	a	b	a	b	a	b	a	a	a	a	b	b	b	a	b	a	b	a	a	a	a	b	b	a	a	b	b	a	
60552_x1	-	b	b	b	b	-	b	a	b	b	b	b	a	b	a	-	b	a	a	a	b	a	b	b	a	b	a	b	a	-	a	
26641_x1	a	a	b	a	b	a	b	a	a	-	a	a	a	a	a	a	b	a	a	a	b	-	a	a	a	b	a	a	b	-	b	
36216_x1	a	a	b	b	a	b	b	a	a	a	b	-	a	a	a	b	b	b	b	b	a	a	b	b	b	a	a	b	b	b	a	
59510_x1	a	-	a	b	b	-	a	a	-	b	-	b	b	a	b	a	a	b	a	a	a	a	a	a	a	b	b	a	a	a	a	
10384_x1	a	a	b	-	b	b	b	a	b	a	a	-	-	a	b	b	a	b	-	a	a	b	b	a	b	b	a	a	b	b	a	
2088_x1	b	-	a	-	b	b	-	a	-	a	b	a	b	a	a	-	b	b	a	a	a	a	a	b	a	a	b	a	-	a	b	
57921_x1	a	b	b	a	a	b	b	b	a	b	a	b	a	a	a	a	b	b	b	b	a	b	a	a	b	b	b	a	b	b	b	
43478_x1	a	a	a	b	b	b	b	b	b	a	b	a	a	-	b	a	b	b	a	a	b	-	b	a	a	b	a	b	a	a	a	
53558_x1	a	-	a	b	a	-	a	b	-	b	b	-	a	b	-	-	a	a	a	a	a	-	b	b	b	a	b	a	a	a	b	
72585_x1	a	a	a	a	a	a	-	b	a	b	a	a	b	b	b	a	a	b	b	a	-	a	a	b	b	b	-	a	b	b	a	
8864_x1	b	b	b	a	-	-	a	a	b	-	-	b	-	a	a	a	b	b	a	b	a	b	a	a	a	b	-	a	b	b	b	
2316_x1	a	-	a	a	b	-	b	b	a	a	a	b	b	a	b	b	b	b	b	b	a	a	a	b	b	a	a	b	a	b	b	
67769_x1	b	a	a	b	-	a	b	a	b	a	b	b	a	a	b	b	a	a	a	a	b	-	a	a	b	b	a	a	-	a	b	
51099_x1	a	b	a	a	b	a	a	b	a	b	b	a	b	b	a	a	a	b	b	a	-	a	b	-	b	a	b	b	-	-	b	
38934_x1	a	b	b	b	b	b	b	a	a	b	b	b	a	b	a	-	b	a	a	-	b	a	b	-	a	b	b	a	a	a	a	
59516_x1	a	a	b	-	b	a	b	a	b	-	a	a	a	b	b	a	b	b	a	b	b	b	b	b	a	a	b	a	a	a	b	
50449_x1	a	b	b	a	b	a	-	b	a	a	a	a	b	-	-	-	b	a	-	-	a	b	b	b	a	a	b	a	b	b	b	
10061_x1	b	b	b	a	b	b	a	b	-	b	b	b	a	-	b	b	a	b	b	a	a	a	b	a	b	a	b	b	a	b	a	
36214_x1	a	a	b	a	a	a	a	b	b	b	a	b	a	a	b	b	a	a	b	a	b	b	a	a	b	b	a	b	a	b	b	
11931_x2	b	b	a	a	a	-	b	a	b	a	b	a	a	b	b	a	b	b	b	-	b	b	b	-	b	a	a	b	b	a	b	
91734_x1	a	b	b	a	a	a	-	b	b	b	-	-	-	a	b	a	a	a	a	b	-	a	b	b	b	b	a	b	a	a	a	
11931_x1	a	a	b	b	b	-	a	b	a	b	a	b	b	a	a	b	a	a	a	-	a	a	a	-	a	b	b	a	a	b	a	
73245_x1	a	b	b	a	b	b	b	b	b	b	a	b	b	b	a	b	b	b	a	b	a	a	b	a	a	b	b	b	b	a	b	
53244_x1	b	b	a	-	a	b	a	a	-	b	b	b	a	a	b	b	a	b	b	a	a	a	b	a	b	a	b	b	a	b	a	
46706_x1	a	a	b	a	-	-	a	b	a	b	b	b	-	b	b	a	b	a	b	b	a	a	b	a	a	a	a	b	b	a	a	
64293_x1	b	b	a	a	b	a	a	a	a	a	b	-	a	b	a	-	b	b	a	b	b	a	a	b	a	a	a	a	a	a	a	
