LG	locus	cm
15	54878_x1	12.52
15	55414_x1	13.048
15	900_x1	13.653
15	42955_x1	14.033
15	17103_x1	14.427
15	13691_x1	14.811
15	45558_x1	14.964
15	6390_x1	15.095
15	20157_x1	15.281
15	24034_x1	17.477
15	79018_x1	17.477
15	74945_x1	17.715
15	40956_x1	18.348
15	4637_x1	19.521
15	7729_x1	19.824
15	79185_x1	20.216
15	49387_x1	20.624
15	35134_x1	21.004
15	2753_x1	21.305
15	340_x1	27.182
15	57413_x1	27.352
15	23145_x1	27.478
15	53772_x1	27.478
15	4522_x1	27.478
15	36287_x1	27.478
15	68870_x1	27.757
15	6539_x1	27.995
15	4134_x1	27.995
15	23048_x1	28.122
15	9758_x1	28.324
15	45722_x1	28.663
15	53994_x1	29.025
15	60345_x1	34.238
15	77059_x1	37.697
15	4615_x1	37.697
15	52021_x1	37.697
15	74544_x1	37.697
15	71437_x1	37.697
15	60159_x1	37.697
15	2287_x1	37.697
15	47884_x1	37.802
15	28649_x1	40.825
15	24043_x1	41.032
15	26820_x1	41.257
15	61801_x1	41.502
15	55310_x1	41.797
15	58978_x1	42.091
15	45943_x1	42.323
15	1161_x1	42.563
15	59075_x1	42.86
15	21680_x1	43.802
15	17451_x1	43.802
15	40157_x1	43.802
15	63122_x1	43.802
15	42476_x1	46.101
15	119_x1	46.101
15	63091_x1	46.101
15	2073_x1	59.1
15	60004_x1	60.637
15	60233_x1	60.637
15	11144_x1	60.82
15	56122_x1	61.142
15	42885_x1	61.576
15	45404_x1	62.093
16	67997_x1	0
16	7137_x1	0.266
16	71023_x1	0.266
16	34804_x1	0.266
16	57655_x1	0.266
16	63482_x1	0.266
16	43011_x1	0.266
16	16456_x1	4.325
16	5304_x1	9.032
16	44595_x1	10.03
16	48597_x1	15.533
16	7074_x1	15.768
16	88203_x1	16.441
16	47343_x1	16.574
16	64108_x1	16.574
16	80173_x1	16.574
16	40421_x1	16.574
16	5272_x1	16.719
16	63765_x1	16.945
16	9835_x1	22.503
16	61806_x1	22.942
16	21510_x1	23.373
16	3150_x1	23.701
16	1335_x1	27.183
16	65688_x1	27.314
16	40122_x1	27.314
16	43752_x1	27.314
16	74740_x1	29.819
16	47876_x1	30.186
16	18981_x1	35.999
16	5067_x1	35.999
16	5500_x1	35.999
16	1157_x1	35.999
16	19133_x1	35.999
16	66976_x1	35.999
16	60128_x1	35.999
16	12998_x1	35.999
16	9898_x1	35.999
16	678_x1	35.999
16	10139_x1	35.999
16	4423_x1	42.899
16	13074_x1	42.899
16	219_x1	42.899
16	28269_x1	43.054
16	22740_x1	46.427
16	10271_x1	46.584
16	57744_x1	48.21
16	44622_x1	49.243
16	67223_x1	51.621
17	33165_x1	0
17	69458_x1	0.177
17	6359_x1	0.341
17	21092_x1	0.502
17	19728_x1	0.502
17	42268_x1	7.411
17	10681_x1	7.411
17	52242_x1	7.411
17	39773_x1	7.411
17	4955_x1	7.411
17	47727_x1	7.411
17	61413_x1	7.52
17	55227_x1	10.816
17	45871_x1	11.311
17	13012_x1	11.769
17	17756_x1	12.059
17	76876_x1	12.31
17	60388_x1	12.535
17	19926_x1	12.736
17	11242_x1	22.598
17	10268_x1	23.339
17	57936_x1	24.149
17	17919_x1	24.961
17	58405_x1	33.039
17	75748_x1	33.039
17	62875_x1	33.039
17	21343_x1	33.239
17	467_x1	33.564
17	61013_x1	33.88
17	64277_x1	34.129
17	52513_x1	34.359
17	57126_x1	34.6
17	8836_x1	34.86
17	16014_x1	35.1
17	51512_x1	35.302
17	47415_x1	35.493
17	1337_x1	36.737
17	48880_x1	36.737
17	77253_x1	37.328
17	62055_x1	37.487
17	13358_x1	38.278
17	19866_x1	38.456
17	48954_x1	38.59
17	61012_x1	38.59
17	7481_x1	38.835
17	44755_x1	39.185
17	70689_x1	39.185
17	Oke_U1008-83_x1	39.758
17	54691_x1	39.758
17	58169_x1	39.886
17	11040_x1	40.027
17	10547_x1	40.175
17	3459_x1	40.326
17	17276_x1	40.487
17	13257_x1	40.672
17	52199_x1	40.87
17	6305_x1	41.075
17	20825_x1	46.749
17	42446_x1	47.318
17	8313_x1	47.943
17	11447_x1	47.943
17	2239_x1	47.943
17	16618_x1	47.943
17	74690_x1	47.943
17	65541_x1	47.943
17	74966_x1	47.943
17	61628_x1	47.943
17	2566_x1	52.528
17	47841_x1	53.137
17	43576_x1	53.55
17	20338_x1	53.87
17	48938_x1	54.181
17	63531_x1	54.569
17	63057_x1	54.973
17	55605_x1	55.31
17	57912_x1	55.479
17	30953_x1	55.479
17	8924_x1	55.479
17	41611_x1	55.479
17	66935_x1	55.479
17	21330_x1	55.479
17	63483_x1	55.588
17	19794_x1	55.707
17	15298_x1	55.865
17	42016_x1	57.31
17	54437_x1	57.632
17	44717_x1	57.632
17	64610_x1	57.85
17	32373_x1	58.082
17	65499_x1	58.082
17	65766_x1	58.082
17	15761_x1	58.082
17	48006_x1	58.279
17	11009_x1	58.633
17	78280_x1	59.043
17	77662_x1	59.373
17	39989_x1	59.675
17	11892_x1	60.132
17	37429_x1	60.618
17	73407_x1	61.035
17	41929_x1	61.355
17	50572_x1	61.471
17	17895_x1	61.471
17	7420_x1	61.471
17	9799_x1	61.471
17	21868_x1	61.849
17	61007_x1	64.426
17	41259_x1	65.069
17	49014_x1	65.069
17	239_x1	66.141
17	54277_x1	66.38
17	960_x1	66.557
17	22333_x1	66.713
17	9235_x1	66.862
17	78602_x1	66.962
17	3634_x1	66.962
17	62869_x1	66.962
17	606_x1	66.962
17	59790_x1	66.962
17	12566_x1	66.962
17	34021_x1	66.962
17	5584_x1	66.962
17	59181_x1	66.962
17	906_x1	66.962
17	46207_x1	66.962
17	39957_x1	66.962
17	56930_x1	66.962
17	56766_x1	66.962
17	72962_x1	66.962
17	10577_x1	66.962
17	76239_x1	66.962
17	17564_x1	66.962
17	45127_x1	66.962
17	7960_x1	67.067
17	62544_x1	67.067
17	67979_x1	67.217
17	45975_x1	67.376
17	8863_x1	67.495
17	8708_x1	67.495
17	21355_x1	67.495
17	48708_x1	67.495
17	60892_x1	67.495
17	63022_x1	67.495
17	20262_x1	67.495
17	27292_x1	67.495
17	31480_x1	67.654
17	58407_x1	67.809
17	77971_x1	67.914
17	75458_x1	68.039
17	21360_x1	68.238
17	3492_x1	68.542
17	67803_x1	68.863
17	65398_x1	69.245
18	7106_x1	0
18	50975_x1	0.826
18	2330_x1	1.378
18	43308_x1	1.378
18	71247_x1	1.378
18	12027_x1	4.331
18	6259_x1	4.614
18	66916_x1	4.79
18	10206_x1	4.999
18	77150_x1	7.976
18	6081_x1	8.317
18	64532_x1	8.671
18	77795_x1	8.984
18	4226_x1	9.22
18	53154_x1	9.452
18	488_x1	15.186
18	54770_x1	15.417
18	3143_x1	15.621
18	66794_x1	16.283
18	63446_x1	16.283
18	12322_x1	16.283
18	36153_x1	22.614
18	12949_x1	22.614
18	6913_x1	23.153
18	51678_x1	23.293
18	51618_x1	23.293
18	54242_x1	23.9
18	15283_x1	23.9
18	60627_x1	23.9
18	12227_x1	24.023
18	4345_x1	24.269
18	67703_x1	24.92
18	4094_x1	31.864
18	930_x1	32.431
18	72703_x1	33.023
18	21485_x1	33.658
18	65546_x1	38.301
18	19771_x1	38.545
18	45313_x1	38.891
18	11311_x1	43.075
18	69722_x1	43.496
18	40718_x1	43.988
18	59348_x1	44.478
18	62165_x1	44.905
18	4652_x1	47.341
18	470_x1	47.655
18	40484_x1	48.027
18	55466_x1	50.108
18	23011_x1	50.433
18	53463_x1	51.302
18	2539_x1	51.614
18	14969_x1	52.36
18	15151_x1	53.51
18	48955_x1	54.093
18	73279_x1	54.704
18	7547_x1	54.704
18	9826_x1	54.704
18	16683_x1	54.704
18	48333_x1	54.704
18	56998_x1	54.704
18	17411_x1	54.704
18	84200_x1	56.425
18	715_x1	56.425
18	56454_x1	56.425
18	9259_x1	56.425
18	65735_x1	56.425
18	6523_x1	56.425
18	59206_x1	56.425
18	55862_x1	56.527
18	51891_x1	57.095
18	6872_x1	57.684
18	78969_x1	58.828
18	3262_x1	58.828
18	54549_x1	58.828
18	42084_x1	58.828
18	10622_x1	58.828
18	71622_x1	59.307
18	43702_x1	60.57
18	43213_x1	60.826
18	63392_x1	60.973
18	4037_x1	61.116
18	4875_x1	61.323
18	63117_x1	61.468
18	14776_x1	61.468
18	20517_x1	61.606
18	39807_x1	61.738
18	41175_x1	61.857
18	33473_x1	62.069
18	51491_x1	62.442
18	16042_x1	62.825
18	67352_x1	63.066
18	67494_x1	63.224
18	50544_x1	63.341
18	57238_x1	63.556
18	2642_x1	63.851
18	61590_x1	64.059
18	12530_x1	64.059
18	37758_x1	64.059
18	25908_x1	64.059
18	7839_x1	64.059
18	7068_x1	64.059
18	Oke_U2037-76_x1	64.059
18	76142_x1	64.059
18	9048_x1	64.059
18	68396_x1	64.059
18	62030_x1	64.059
18	63614_x1	64.223
18	2105_x1	64.414
18	69067_x1	64.607
18	51302_x1	64.841
18	76824_x1	65.227
18	72673_x1	65.644
18	57650_x1	66.196
19	55959_x1	0
19	74301_x1	0.554
19	18837_x1	0.848
19	76890_x1	0.985
19	63605_x1	0.985
19	51833_x1	0.985
19	10500_x1	0.985
19	16306_x1	0.985
19	733_x1	1.204
19	965_x1	1.48
19	14535_x1	1.59
19	57542_x1	1.59
19	61877_x1	1.723
19	14889_x1	1.904
19	52545_x1	2.072
19	61190_x1	8.324
19	42821_x1	8.652
19	43077_x1	8.959
19	46321_x1	10.145
19	1713_x1	10.319
19	71325_x1	10.319
19	68793_x1	12.343
19	42235_x1	12.824
19	58325_x1	15.725
19	53700_x1	16.349
19	64942_x1	17.048
19	72695_x1	17.786
19	7398_x1	18.513
19	39333_x1	19.219
19	55011_x1	19.913
19	63563_x1	20.541
19	29596_x1	21.071
19	26116_x1	21.071
19	3334_x1	21.188
19	54330_x1	30.372
19	1828_x1	31.419
19	23673_x1	32.035
19	78023_x1	32.614
19	5082_x1	33.173
19	48890_x1	33.808
19	53204_x1	34.445
19	67476_x1	35
19	55829_x1	35.262
19	54073_x1	35.362
19	69788_x1	35.465
19	52725_x1	35.605
19	3301_x1	35.778
19	4821_x1	35.778
19	4252_x1	35.888
19	64824_x1	38.285
19	55825_x1	38.285
19	10140_x1	38.285
19	18449_x1	38.285
19	46391_x1	38.285
19	1281_x1	38.285
19	19517_x1	38.285
19	14373_x1	38.285
19	61719_x1	39.429
19	74994_x1	39.429
19	75172_x1	39.429
19	48861_x1	39.429
19	23609_x1	39.429
19	64879_x1	39.429
19	50317_x1	39.429
19	26020_x1	46.23
19	68497_x1	48.154
19	3122_x1	48.873
19	25325_x1	51.075
19	54339_x1	51.472
19	71941_x1	51.886
19	62726_x1	52.317
19	48146_x1	56.897
19	26537_x1	62.501
19	37165_x1	63.497
19	56305_x1	63.828
19	15141_x1	64.11
19	24049_x1	64.451
19	62263_x1	64.705
19	30940_x1	64.936
19	56354_x1	65.221
19	4780_x1	65.453
19	11280_x1	65.453
19	42592_x1	66.659
19	15365_x1	66.659
19	40338_x1	66.659
19	53414_x1	66.659
19	2088_x1	66.659
19	17348_x1	66.781
19	52890_x1	67.058
19	59427_x1	67.295
19	58946_x1	67.295
19	6392_x1	67.295
19	43456_x1	67.399
19	36822_x1	67.544
19	2866_x1	68.672
19	56912_x1	68.779
19	13048_x1	68.779
19	7092_x1	86.612
19	54292_x1	86.612
19	37505_x1	86.975
19	46389_x1	87.422
19	23927_x1	87.815
19	53661_x1	87.944
19	3597_x1	88.111
19	1537_x1	92.07
19	78019_x1	92.309
19	57485_x1	92.648
19	78416_x1	96.07
19	37434_x1	96.541
19	58257_x1	97.154
19	36969_x1	97.822
19	40322_x1	98.345
19	28249_x1	98.809
19	48973_x1	99.404
19	40292_x1	100.058
19	5374_x1	100.714
19	42913_x1	101.951
19	64612_x1	103.621
19	41946_x1	103.621
19	1316_x1	104.91
19	12695_x1	105.152
19	58285_x1	105.4
19	77434_x1	105.709
19	3000_x1	111.419
19	73184_x1	111.697
19	51444_x1	112.014
19	56074_x1	112.293
19	56161_x1	112.601
19	69327_x1	114.8
19	57958_x1	116.107
19	65941_x1	117.406
19	28853_x1	117.827
19	12672_x1	118.033
19	63209_x1	118.033
19	16817_x1	118.033
19	24584_x1	118.033
19	6535_x1	118.033
19	47550_x1	118.033
19	68355_x1	118.28
19	54125_x1	118.634
19	74429_x1	118.954
19	61693_x1	119.411
19	17605_x1	125.031
19	25617_x1	125.563
19	66989_x1	126.051
19	60377_x1	126.51
19	46318_x1	127.048
19	77725_x1	127.638
19	56747_x1	128.16
19	46892_x1	132.198
19	24063_x1	132.198
19	59819_x1	132.198
19	58389_x1	133.32
19	58107_x1	133.466
19	54188_x1	133.466
19	10695_x1	133.466
19	64268_x1	133.466
19	24164_x1	133.466
19	43341_x1	133.466
19	15583_x1	135.987
19	71805_x1	136.306
19	16037_x1	136.582
19	59006_x1	136.845
19	9462_x1	137.116
19	53212_x1	137.449
19	13066_x1	137.786
19	6566_x1	138.121
19	56953_x1	138.477
19	54279_x1	139.968
19	27761_x1	139.968
19	995_x1	141.073
19	73583_x1	141.218
19	17313_x1	141.342
19	6628_x1	141.342
19	70532_x1	141.342
19	45205_x1	141.454
19	81099_x1	141.705
19	68035_x1	142.167
19	62413_x1	142.519
19	5450_x1	142.692
19	45588_x1	142.85
19	57146_x1	142.85
19	60794_x1	142.85
19	40902_x1	142.85
19	8157_x1	142.85
19	11385_x1	142.85
19	75547_x1	142.997
19	8295_x1	143.154
19	69269_x1	143.154
19	59927_x1	143.154
19	41415_x1	143.154
19	113_x1	143.323
19	73632_x1	143.572
19	49246_x1	143.891
19	7817_x1	144.208
19	11795_x1	144.409
19	12302_x1	144.594
19	24540_x1	145.122
20	19932_x1	0
20	78_x1	0.523
20	65021_x1	3.814
20	64202_x1	4.073
20	5931_x1	4.299
20	54268_x1	4.536
20	62315_x1	4.774
20	47493_x1	4.978
20	64554_x1	5.568
20	10323_x1	10.755
20	71109_x1	15.584
20	53557_x1	16.143
20	70614_x1	16.914
20	73777_x1	21.807
20	55429_x1	21.807
20	72073_x1	21.807
20	63644_x1	21.807
20	66187_x1	21.978
20	56317_x1	22.174
20	53702_x1	22.313
20	13227_x1	22.313
20	54766_x1	22.313
20	15966_x1	22.313
20	58543_x1	22.313
20	4714_x1	22.313
20	3360_x1	22.474
20	5779_x1	22.631
20	58189_x1	22.631
20	52248_x1	29.555
20	40986_x1	29.555
20	56160_x1	29.555
20	71731_x1	29.555
20	36121_x1	29.555
20	77600_x1	30.157
20	64856_x1	30.157
20	8158_x1	30.157
20	57204_x1	30.157
20	61888_x1	33.041
20	58981_x1	33.041
20	62238_x1	33.041
20	1483_x1	33.041
20	7015_x1	33.041
20	6345_x1	35.012
20	48784_x1	37.63
20	48728_x1	37.773
20	13941_x1	37.873
20	66744_x1	37.873
20	65258_x1	37.873
20	43284_x1	37.873
20	65363_x1	37.873
20	57123_x1	37.873
20	47362_x1	37.873
20	65722_x1	37.996
20	75798_x1	38.162
20	51341_x1	40.509
20	20355_x1	41.133
20	4854_x1	41.133
20	53597_x1	45.15
20	40291_x1	45.15
20	47248_x1	45.15
20	32057_x1	45.15
20	33934_x1	45.15
20	42815_x1	45.15
20	45522_x1	45.15
20	45629_x1	45.15
20	46628_x1	45.15
20	79056_x1	46.291
20	41160_x1	47.536
20	72662_x1	47.74
20	13896_x1	49.967
20	57331_x1	50.779
20	9640_x1	51.378
20	61022_x1	51.555
20	18128_x1	55.563
20	69502_x1	55.563
20	65027_x1	57.205
20	42182_x1	57.343
20	2911_x1	57.501
20	58357_x1	57.648
20	56433_x1	57.96
20	58561_x1	58.7
20	76994_x1	58.891
20	32362_x1	58.891
20	84485_x1	58.891
20	4785_x1	58.891
20	6764_x1	58.891
20	14209_x1	58.891
20	8142_x1	58.891
20	54362_x1	58.891
20	6917_x1	58.891
20	75453_x1	59.045
20	10803_x1	59.314
20	63140_x1	59.682
20	57754_x1	60.269
20	6175_x1	60.552
20	57313_x1	60.805
20	10608_x1	61.005
20	35138_x1	61.005
20	45152_x1	61.005
20	28666_x1	61.005
20	46879_x1	61.005
20	63144_x1	61.005
20	11852_x1	61.005
20	76883_x1	61.005
20	59040_x1	61.005
20	64294_x1	61.005
20	8381_x1	61.005
20	78639_x1	61.005
20	49595_x1	61.005
20	5426_x1	61.005
20	37019_x1	61.005
20	58446_x1	61.005
20	50253_x1	61.145
20	18825_x1	61.295
20	60313_x1	61.435
20	78370_x1	61.583
20	8989_x1	61.744
20	77230_x1	61.944
21	22181_x1	0
21	60171_x1	0.904
21	23248_x1	1.651
21	21086_x1	6.525
21	53062_x1	7.29
21	55416_x1	8.072
21	30365_x1	8.712
21	37702_x1	9.259
21	52731_x1	9.84
21	18960_x1	10.546
21	27811_x1	17.555
21	61841_x1	18.111
21	76475_x1	18.266
21	53200_x1	19.229
21	63084_x1	19.726
21	4449_x1	20.225
21	21995_x1	20.496
21	57876_x1	22.166
21	72310_x1	23.825
21	51959_x1	25.666
21	57091_x1	25.666
21	47078_x1	25.666
21	41551_x1	25.666
21	2594_x1	25.666
21	11100_x1	25.666
21	15754_x1	25.666
21	1030_x1	25.666
21	13860_x1	25.666
21	83540_x1	25.666
21	46706_x1	25.796
21	5717_x1	25.935
21	42867_x1	26.036
21	47305_x1	26.242
21	48881_x1	26.482
21	45970_x1	26.63
21	31401_x1	26.781
21	54941_x1	27.338
21	77324_x1	27.338
21	15637_x1	27.338
21	58224_x1	27.338
21	2054_x1	27.338
21	49971_x1	33.66
21	66491_x1	33.66
21	63731_x1	35.354
21	61144_x1	35.354
21	44292_x1	35.354
21	9639_x1	37.522
21	39965_x1	38.555
21	14744_x1	38.815
21	1208_x1	39.058
21	23411_x1	39.612
21	10802_x1	40.135
21	10184_x1	40.488
21	48801_x1	40.753
21	5677_x1	40.913
21	27931_x1	41.086
21	11063_x1	43.846
21	62272_x1	43.846
21	6858_x1	43.846
21	43240_x1	44.106
21	54109_x1	44.758
21	66706_x1	45.313
21	78954_x1	45.719
21	32892_x1	46.019
21	41224_x1	46.322
21	65321_x1	46.662
21	46232_x1	47.053
21	51671_x1	47.42
21	58991_x1	51.131
21	58181_x1	52.262
21	11256_x1	52.769
21	60126_x1	53.239
21	52875_x1	55.65
21	73501_x1	56.248
21	55145_x1	56.42
21	3615_x1	56.42
21	54300_x1	56.42
21	62581_x1	56.598
21	54379_x1	56.893
21	74288_x1	57.124
21	61495_x1	57.124
21	56966_x1	57.124
21	1151_x1	57.36
21	38026_x1	58.471
21	39707_x1	58.873
21	46120_x1	59.592
21	55094_x1	60.403
21	6494_x1	60.681
21	39237_x1	60.846
21	60234_x1	60.952
21	43846_x1	60.952
21	14871_x1	60.952
21	76634_x1	60.952
21	65847_x1	60.952
21	44890_x1	60.952
21	44284_x1	60.952
21	72417_x1	60.952
21	58878_x1	60.952
21	47866_x1	60.952
21	46245_x1	60.952
21	25584_x1	60.952
21	8587_x1	61.234
21	71666_x1	61.594
21	9784_x1	61.838
21	3235_x1	62.161
21	49370_x1	62.788
21	19464_x1	63.667
21	59238_x1	64.329
21	69710_x1	64.583
21	53716_x1	64.583
21	40556_x1	64.583
21	44417_x1	64.583
21	16840_x1	64.583
21	41460_x1	64.583
21	40063_x1	64.583
21	6349_x1	64.583
21	5857_x1	64.583
21	73048_x1	64.583
21	41135_x1	64.583
21	4030_x1	64.583
21	60925_x1	64.583
21	53732_x1	64.791
21	53184_x1	65.022
21	10989_x1	65.258
21	24543_x1	65.574
21	56108_x1	66.116
21	51579_x1	66.542
21	47208_x1	67.081
21	46059_x1	67.386
21	59014_x1	67.773
21	51804_x1	67.93
21	58522_x1	67.93
21	73595_x1	67.93
21	59542_x1	67.93
21	19387_x1	68.102
21	5242_x1	68.257
21	11288_x1	68.401
21	52487_x1	68.555
21	78836_x1	68.88
22	73732_x1	0
22	55038_x1	0
22	30434_x1	0
22	1176_x1	2.745
22	28832_x1	5.03
22	66768_x1	5.863
22	51239_x1	5.863
22	Oke_U505-112_x1	5.863
22	61199_x1	13.266
22	5942_x1	13.454
22	2951_x1	13.632
22	41996_x1	13.855
22	75951_x1	14.085
22	57417_x1	14.245
22	59136_x1	14.378
22	60027_x1	14.498
22	55876_x1	14.498
22	58813_x1	14.498
22	4450_x1	14.498
22	65938_x1	15.721
22	83300_x1	15.884
22	62722_x1	23.952
22	18149_x1	24.223
22	48603_x1	24.452
22	12625_x1	24.639
22	61453_x1	25.047
22	76222_x1	25.589
22	15979_x1	25.725
22	5333_x1	25.938
22	11137_x1	26.139
22	78451_x1	26.139
22	43794_x1	26.139
22	31267_x1	26.139
22	51702_x1	26.139
22	2144_x1	26.139
22	34104_x1	26.139
22	47729_x1	26.139
22	10020_x1	30.127
22	60024_x1	30.401
22	56695_x1	30.637
22	48889_x1	30.754
22	3999_x1	30.754
22	60502_x1	30.754
22	74170_x1	30.754
22	68437_x1	30.754
22	46794_x1	30.754
22	56247_x1	30.754
22	26987_x1	30.754
22	61497_x1	30.754
22	56595_x1	30.754
22	58973_x1	37.068
22	3147_x1	37.595
22	67213_x1	38.168
22	64434_x1	38.818
22	61530_x1	39.485
22	46696_x1	40
22	9539_x1	40.53
22	58088_x1	41.687
22	33036_x1	43.154
22	66968_x1	45.654
22	5029_x1	45.847
22	56858_x1	45.847
22	4017_x1	45.847
22	44657_x1	45.847
22	31610_x1	45.948
22	5309_x1	46.096
22	63877_x1	46.319
22	26924_x1	49.061
22	11138_x1	49.368
22	68456_x1	51.385
22	47850_x1	52.109
22	54142_x1	55.317
22	4798_x1	56.497
22	19093_x1	57.058
22	49723_x1	57.616
22	1716_x1	57.98
22	1825_x1	58.31
22	55598_x1	58.527
22	66416_x1	58.527
22	42527_x1	58.527
22	61134_x1	58.699
22	57982_x1	59.024
22	20272_x1	59.614
22	10668_x1	59.859
22	57619_x1	60.123
22	9425_x1	60.364
22	52209_x1	60.646
22	19795_x1	60.956
22	54352_x1	61.556
22	68449_x1	62.026
22	65229_x1	62.026
22	55201_x1	62.026
22	6665_x1	62.645
22	52748_x1	62.645
22	60224_x1	62.645
22	Oke_U1021-102_x1	62.645
22	69_x1	62.645
22	63968_x1	62.645
22	56141_x1	62.645
22	71791_x1	62.645
22	43393_x1	62.645
22	10980_x1	62.834
22	7310_x1	63.093
22	70773_x1	63.214
22	10111_x1	63.214
22	52957_x1	63.214
22	75812_x1	63.214
22	1792_x1	63.214
22	78668_x1	63.399
22	43139_x1	63.661
22	53561_x1	63.921
22	72364_x1	64.246
22	5031_x1	64.522
22	66789_x1	64.732
22	31028_x1	65.107
22	14230_x1	65.977
22	11382_x1	67.014
22	19614_x1	67.844
22	37715_x1	68.65
22	18689_x1	69.234
22	13040_x1	69.604
22	55794_x1	69.916
22	63647_x1	70.372
22	54312_x1	70.836
22	5556_x1	71.063
22	56048_x1	71.179
22	30617_x1	71.179
22	63561_x1	71.179
22	9039_x1	71.179
22	44_x1	71.179
22	4066_x1	71.313
22	3148_x1	71.456
22	14845_x1	71.628
22	14452_x1	72.096
22	58282_x1	72.754
22	65955_x1	73.315
22	48097_x1	74.588
23	43285_x1	0
23	7331_x1	0.199
23	8387_x1	0.304
23	8071_x1	0.304
23	62647_x1	0.418
23	1951_x1	0.521
23	68079_x1	0.521
23	40652_x1	0.521
23	63489_x1	0.521
23	14420_x1	0.521
23	69528_x1	0.633
23	53532_x1	0.743
23	37035_x1	0.743
23	61659_x1	0.743
23	8050_x1	0.743
23	62653_x1	0.743
23	41888_x1	0.743
23	1106_x1	0.743
23	Oke_U2048-91_x1	0.743
23	56888_x1	0.743
23	69338_x1	0.743
23	53836_x1	0.743
23	75219_x1	0.743
23	31022_x1	0.743
23	50468_x1	0.743
23	48090_x1	0.743
23	44689_x1	0.743
23	13326_x1	0.743
23	12718_x1	0.743
23	71290_x1	0.743
23	25557_x1	0.852
23	36594_x1	1.552
23	65150_x1	2.58
23	25850_x1	3.025
23	78590_x1	3.207
23	48815_x1	4.169
23	57003_x1	4.169
23	73443_x1	4.169
23	Oke_ccd16-77_x1	4.169
23	41815_x1	10.127
23	41980_x1	10.47
23	109_x1	10.588
23	5977_x1	11.063
23	5735_x1	11.597
23	1874_x1	12.008
23	20952_x1	12.37
23	66167_x1	12.708
23	63374_x1	13.063
23	70304_x1	13.318
23	12170_x1	17.909
23	56477_x1	17.909
23	74947_x1	17.909
23	55364_x1	17.909
23	42108_x1	17.909
23	21911_x1	17.909
23	68111_x1	17.909
23	14732_x1	17.909
23	21305_x1	17.909
23	62872_x1	17.909
23	61858_x1	17.909
23	57013_x1	27.149
23	11354_x1	27.149
23	1283_x1	27.149
23	66036_x1	27.149
23	36604_x1	27.149
23	27154_x1	27.149
23	62433_x1	27.149
23	58681_x1	27.149
23	65670_x1	29.426
23	12192_x1	29.426
23	41359_x1	29.426
23	66367_x1	29.827
23	70602_x1	30.569
23	Oke_lactb2-71_x1	31.375
23	5080_x1	31.506
23	62804_x1	39.474
23	5937_x1	39.884
23	50475_x1	40.728
23	17187_x1	41.308
23	688_x1	41.61
23	35193_x1	41.873
23	59879_x1	41.873
23	54104_x1	44.612
23	52741_x1	45.334
23	69015_x1	57.323
23	47017_x1	57.323
23	65252_x1	57.323
23	62651_x1	57.323
23	45042_x1	57.323
23	55358_x1	57.576
23	70388_x1	57.928
23	55444_x1	58.322
23	61949_x1	59.406
23	14383_x1	59.919
23	85361_x1	60.47
23	2253_x1	60.599
23	11506_x1	60.599
23	41769_x1	60.599
23	51134_x1	60.599
23	50717_x1	60.599
23	43322_x1	60.599
23	2447_x1	60.599
23	2966_x1	62.434
23	61930_x1	62.541
23	70287_x1	64.354
23	18328_x1	65.231
23	30409_x1	65.708
23	46936_x1	66.167
23	76875_x1	66.856
23	58685_x1	67.668
23	59720_x1	68.246
23	29800_x1	76.082
23	57495_x1	76.668
23	57328_x1	77.131
23	35561_x1	77.322
23	64160_x1	77.457
23	42145_x1	77.597
23	50245_x1	77.597
23	Oke_U504-228_x1	77.597
23	78611_x1	77.597
23	575_x1	77.597
23	44471_x1	77.749
23	58577_x1	81.648
23	7139_x1	81.97
23	42382_x1	82.506
23	501_x1	83.025
23	8448_x1	83.025
23	49369_x1	85.785
23	4527_x1	86.471
23	6418_x1	86.866
23	31236_x1	87.28
23	49315_x1	87.592
23	56395_x1	87.883
23	55407_x1	88.077
23	54629_x1	88.077
23	40513_x1	88.25
23	66997_x1	88.83
23	41371_x1	89.406
23	7603_x1	90.024
24	2540_x1	0
24	5899_x1	0.427
24	Oke_NHERF-123_x1	0.573
24	25157_x1	0.573
24	13930_x1	0.573
24	Oke_NHERF-54_x1	0.706
24	31241_x1	0.831
24	54969_x1	0.831
24	55186_x1	0.831
24	10739_x1	0.99
24	6026_x1	1.144
24	16711_x1	1.267
24	49594_x1	1.267
24	10620_x1	1.267
24	14881_x1	1.267
24	52142_x1	1.267
24	2781_x1	1.267
24	51181_x1	1.267
24	64535_x1	1.267
24	51597_x1	1.267
24	29476_x1	1.267
24	27610_x1	1.267
24	52889_x1	1.267
24	6464_x1	1.267
24	76502_x1	1.267
24	57940_x1	1.267
24	43708_x1	1.267
24	40595_x1	1.267
24	59686_x1	1.267
24	25733_x1	1.499
24	657_x1	1.722
24	45256_x1	2.021
24	8438_x1	2.408
24	62749_x1	2.773
24	51197_x1	3.133
24	55142_x1	3.537
24	78589_x1	3.929
24	40801_x1	4.478
24	40564_x1	4.811
24	7540_x1	5.047
24	60789_x1	6.117
24	18118_x1	7.864
24	1878_x1	7.864
24	30748_x1	7.864
24	17950_x1	7.864
24	54244_x1	7.864
24	23713_x1	7.864
24	4261_x1	7.983
24	1616_x1	8.118
24	55653_x1	8.234
24	14905_x1	8.234
24	74489_x1	8.234
24	13472_x1	8.344
24	58046_x1	8.484
