contig	locus	stacks_CatID	stacks_SNP	LG	cM	pi_within	dxy	BSname	prob_bayescan	log10(PO)_bayescan	qval_bayescan	alpha_bayescan	Fst_bayescan	mlog10(qval)_bayescan	Fst_weir	locnum	cpvals	zscore	reject_null_LFMM	fdr_pval_LFMM	mlog10(fdr_pval)_LFMM	cM_pad	cM_padded
c39773	39773	25476.0	25476_53	14.0	8.11	0.00400237675174	0.00423759161954	9103.0	0.073307	-1.1018	0.87858	0.010201	0.028917	0.0562186872402	0.0459092	9103.0	0.823194907747	-0.239469	False	0.997092304798	0.0012646354609	1716.59	1724.7
c10681	10681	615.0	615_28	14.0	9.15	0.0051177384993	0.00519745149803	9049.0	0.074707	-1.0929	0.8751	-0.023243	0.028014	0.0579423161586	0.0212967	9049.0	0.471704852958	0.771346	False	0.995928532621	0.00177182523288	1716.59	1725.74
c45871	45871	30635.0	30635_81	14.0	11.71	0.00491531767381	0.00504007083012	9168.0	0.069707	-1.1253	0.88509	-0.016476	0.028104	0.0530125660072	0.0317383	9168.0	0.871606591185	0.173214	False	0.997812014992	0.000951270878414	1716.59	1728.3
c12475	12475	2189.0	2189_44	14.0	11.71	0.00644383046041	0.00655686086851	9077.0	0.075208	-1.0898	0.87376	-0.012054	0.028294	0.0586078408085	0.0197481	9077.0	0.452689297992	0.804818	False	0.995096912256	0.00213462135613	1716.59	1728.3
c9840	9840	68441.0	68441_72	14.0	11.71	0.00397821492198	0.00402691020319	9153.0	0.083708	-1.0393	0.84382	-0.045542	0.027512	0.0737501852984	0.0031309	9153.0	0.237400839987	1.26628	False	0.930026229068	0.0315048030818	1716.59	1728.3
c34014	34014	20697.0	20697_14	14.0	11.71	0.00283751749077	0.00286914640818	9016.0	0.082608	-1.0455	0.84804	-0.034412	0.027804	0.0715836626377	0.00203075	9016.0	0.538391708517	0.65939	False	0.995928532621	0.00177182523288	1716.59	1728.3
c17756	17756	6847.0	6847_92	14.0	12.64	0.0012393472983	0.00123004280559	9198.0	0.086309	-1.0247	0.83402	-0.031013	0.027949	0.0788235347514	0.00993852	9198.0	0.184786772942	-1.42131	False	0.895273130804	0.0480444494832	1716.59	1729.23
c60388	60388	42971.0	42971_63	14.0	12.64	0.00392597734985	0.00417323003822	9131.0	0.14201	-0.78115	0.49081	0.12245	0.034557	0.309086597329	0.0625654	9131.0	0.54861456598	-0.642875	False	0.995928532621	0.00177182523288	1716.59	1729.23
c4932	4932	33591.0	33591_22	14.0	12.64	0.00448056766611	0.00471334272934	9032.0	0.070207	-1.122	0.88436	-0.022664	0.027916	0.0533709089836	-0.00521945	9032.0	0.485719194073	-0.747152	False	0.995928532621	0.00177182523288	1716.59	1729.23
c45642	45642	30438.0	30438_89	14.0	12.64	0.0043761381225	0.00465389167652	9187.0	0.13241	-0.81638	0.53656	0.10818	0.0338	0.270381706667	0.0487397	9187.0	0.333124858675	-1.03728	False	0.976586299802	0.0102893725791	1716.59	1729.23
c18101	18101	7159.0	7159_84	14.0	12.64	0.0019919059642	0.00203799071531	9175.0	0.078908	-1.0672	0.86174	0.00059809	0.028825	0.0646237476299	0.0379631	9175.0	0.755109013341	-0.334289	False	0.997092304798	0.0012646354609	1716.59	1729.23
c66859	66859	48322.0	48322_84	14.0	12.64	0.00622819214395	0.00634257259234	9177.0	0.072207	-1.1089	0.88104	0.0031487	0.028696	0.0550043737844	0.0316662	9177.0	0.230621076057	-1.28477	False	0.920064581024	0.0361816876566	1716.59	1729.23
c23545	23545	11866.0	11866_12	14.0	12.64	0.00757780848849	0.00759556649569	9013.0	0.071107	-1.1161	0.88297	-0.018999	0.028001	0.054054051865	0.0150549	9013.0	0.518082167673	-0.692676	False	0.995928532621	0.00177182523288	1716.59	1729.23
c76876	76876	56444.0	56444_77	14.0	12.64	0.0018627107137	0.00189622715553	9163.0	0.068407	-1.1341	0.88651	0.0002947	0.028602	0.0523163611118	0.0131475	9163.0	0.376199193697	0.948413	False	0.979318455312	0.0090760611127	1716.59	1729.23
c19926	19926	8755.0	8755_92	14.0	12.64	0.00207510762954	0.00209346263559	9199.0	0.074007	-1.0973	0.87678	0.0098286	0.02888	0.0571093653249	0.00963695	9199.0	0.0210103451833	-2.47338	False	0.448122596155	0.348603156649	1716.59	1729.23
c11242	11242	1106.0	1106_44	14.0	20.23	0.00488920964068	0.0051256333101	9076.0	0.10581	-0.9269	0.73388	0.064947	0.031295	0.134374947711	0.0687124	9076.0	0.43959953942	-0.828322	False	0.99017039661	0.0042900620291	1716.59	1736.82
c17919	17919	6992.0	6992_37	14.0	20.23	0.0103253998093	0.0110681431135	9064.0	0.10541	-0.92874	0.73631	-0.075839	0.027112	0.132939301227	-0.0224977	9064.0	0.235885467129	1.27038	False	0.928649807849	0.0321480267932	1716.59	1736.82
c10268	10268	234.0	234_83	14.0	21.4	0.0030542891085	0.00327166485797	9172.0	0.073307	-1.1018	0.87858	-0.0050756	0.028494	0.0562186872402	0.0340437	9172.0	0.770196460555	0.313077	False	0.997092304798	0.0012646354609	1716.59	1737.99
c62875	62875	45044.0	45044_31	14.0	25.61	0.0068520703028	0.00718427332346	9056.0	0.080708	-1.0565	0.85489	-0.0038523	0.028576	0.0680897630102	0.0380884	9056.0	0.976747766756	0.0312377	False	0.997931050083	0.000899464326885	1716.59	1742.2
c44893	44893	29801.0	29801_29	14.0	25.61	0.00610483283892	0.00608488145303	9053.0	0.084408	-1.0353	0.84116	-0.047168	0.027486	0.0751213876646	-0.0091078	9053.0	0.342022767643	-1.01835	False	0.976586299802	0.0102893725791	1716.59	1742.2
c58405	58405	41287.0	41287_87	14.0	25.61	0.00209538522725	0.00229061123486	9183.0	0.073107	-1.1031	0.87904	-0.002349	0.028543	0.0559913622595	0.0248116	9183.0	0.406182470318	-0.890227	False	0.988420703529	0.00505816641213	1716.59	1742.2
c75748	75748	55547.0	55547_39	14.0	25.61	0.00739276469802	0.00770256261671	9071.0	0.068907	-1.1307	0.88594	0.0012065	0.028575	0.0525956895704	0.030061	9071.0	0.866968500853	0.179529	False	0.997812014992	0.000951270878414	1716.59	1742.2
c12032	12032	1809.0	1809_89	14.0	28.18	0.0041108710433	0.0042333313722	9186.0	0.062106	-1.179	0.89002	-0.0044155	0.028266	0.0506002340382	0.0227815	9186.0	0.0190328244466	2.51313	False	0.434703281023	0.361807081859	1716.59	1744.77
c64785	64785	46630.0	46630_58	14.0	28.18	0.00293044067038	0.00290936234854	9114.0	0.079908	-1.0612	0.8579	-0.032162	0.027774	0.0665633321737	0.000258777	9114.0	0.912042616331	-0.118388	False	0.997931050083	0.000899464326885	1716.59	1744.77
c36017	36017	22397.0	22397_62	14.0	28.18	0.00428910807949	0.00435338570505	9127.0	0.069807	-1.1247	0.88495	-0.014942	0.028169	0.0530812664067	0.0217034	9127.0	0.885688213616	0.154077	False	0.997931050083	0.000899464326885	1716.59	1744.77
c8836	8836	66323.0	66323_29	14.0	28.18	0.00522408227953	0.00534062562451	9055.0	0.077708	-1.0744	0.86607	-0.022922	0.028013	0.0624470047666	0.0102849	9055.0	0.974404530506	-0.0343867	False	0.997931050083	0.000899464326885	1716.59	1744.77
c57126	57126	40194.0	40194_49	14.0	28.18	0.00973365473138	0.0102019690867	9091.0	0.076308	-1.083	0.87079	0.009144	0.028916	0.0600865669641	0.0330428	9091.0	0.467159817272	0.779277	False	0.995928532621	0.00177182523288	1716.59	1744.77
c52513	52513	36274.0	36274_77	14.0	28.18	0.00488640450109	0.00531103060122	9159.0	0.11441	-0.88876	0.67059	0.084692	0.032405	0.173542927163	0.0610121	9159.0	0.65710357479	0.475766	False	0.995928532621	0.00177182523288	1716.59	1744.77
c51512	51512	35441.0	35441_18	14.0	28.18	0.00231532674311	0.00226418044094	9025.0	0.079808	-1.0618	0.85831	-0.034148	0.027745	0.0663558275665	-0.011313	9025.0	0.944581779358	0.0744998	False	0.997931050083	0.000899464326885	1716.59	1744.77
c16014	16014	5325.0	5325_56	14.0	28.6	0.00341212150856	0.00369309481027	9109.0	0.076708	-1.0805	0.86948	0.031617	0.029724	0.0607404032985	0.0502385	9109.0	0.383667088754	-0.933664	False	0.982285853791	0.00776211032039	1716.59	1745.19
c67873	67873	49165.0	49165_17	14.0	28.6	0.00386719341475	0.00394563042385	9024.0	0.075008	-1.091	0.87432	-0.016456	0.028179	0.0583295870465	0.0164434	9024.0	0.778656996152	-0.301236	False	0.997092304798	0.0012646354609	1716.59	1745.19
c18818	18818	7787.0	7787_61	14.0	28.6	0.00188206922529	0.00195481822749	9119.0	0.11881	-0.87021	0.63396	0.080633	0.032576	0.197938143265	0.0415975	9119.0	0.851764517795	-0.200275	False	0.997812014992	0.000951270878414	1716.59	1745.19
c21343	21343	9999.0	9999_69	14.0	28.6	0.00708432851046	0.00721349551184	9142.0	0.066107	-1.1501	0.88831	0.018229	0.02905	0.0514354488666	0.043654	9142.0	0.0669394061618	-1.96353	False	0.69804308809	0.156117768864	1716.59	1745.19
c61013	61013	43497.0	43497_23	14.0	28.6	0.00236460786302	0.00239310099489	9034.0	0.081308	-1.053	0.85299	-0.028375	0.027939	0.0690560602396	0.0249329	9034.0	0.365293663765	0.97028	False	0.977007116794	0.0101022727469	1716.59	1745.19
c46362	46362	31050.0	31050_40	14.0	28.6	0.00297507732163	0.00314414457139	9072.0	0.075508	-1.0879	0.87304	0.020303	0.029212	0.058965857805	0.0466785	9072.0	0.701331512171	-0.411041	False	0.997092304798	0.0012646354609	1716.59	1745.19
c22668	22668	11132.0	11132_28	14.0	28.6	0.00411461563407	0.00420705434891	9050.0	0.068107	-1.1362	0.88678	-0.0108	0.028192	0.0521841103113	0.0200583	9050.0	0.43831497101	0.83065	False	0.99017039661	0.0042900620291	1716.59	1745.19
c61612	61612	43998.0	43998_44	14.0	28.6	0.00641517144868	0.00679490430312	9079.0	0.22052	-0.54835	0.34729	0.23284	0.040337	0.459307721749	0.0738934	9079.0	0.00806394917051	2.83947	False	0.289085442863	0.538973777037	1716.59	1745.19
c17763	17763	6852.0	6852_91	14.0	28.6	0.00243797327629	0.00242159480707	9195.0	0.11271	-0.8961	0.68233	-0.090192	0.026831	0.166005533677	-0.0118977	9195.0	0.927870657473	0.0970192	False	0.997931050083	0.000899464326885	1716.59	1745.19
c9383	9383	67477.0	67477_26	14.0	28.6	0.00933954567926	0.00988691816061	9044.0	0.09501	-0.97888	0.79629	0.045321	0.030335	0.0989287382133	0.0644897	9044.0	0.847068940186	-0.206697	False	0.997562152127	0.00106003650867	1716.59	1745.19
c48727	48727	33063.0	33063_50	14.0	28.6	0.0031893445371	0.0032085527145	9096.0	0.074407	-1.0948	0.87581	-0.023495	0.027952	0.0575901003405	0.00249268	9096.0	0.689154777122	-0.428702	False	0.997092304798	0.0012646354609	1716.59	1745.19
c467	467	31430.0	31430_16	14.0	28.6	0.00383831294896	0.00395093465079	9022.0	0.070607	-1.1194	0.88379	-0.0050448	0.02844	0.0536509167468	0.0285087	9022.0	0.118193814425	-1.6745	False	0.810884709556	0.0910408887763	1716.59	1745.19
c2791	2791	15548.0	15548_35	14.0	28.6	0.00263551582562	0.0025789409315	9062.0	0.13681	-0.79998	0.51848	-0.14207	0.026062	0.285267991555	-0.0300344	9062.0	0.929391897416	0.0949676	False	0.997931050083	0.000899464326885	1716.59	1745.19
c64277	64277	46229.0	46229_6	14.0	28.6	0.00847130811859	0.00859542081076	9005.0	0.077208	-1.0774	0.86781	-0.03326	0.027745	0.0615753496899	0.00523683	9005.0	0.962348724136	-0.0505934	False	0.997931050083	0.000899464326885	1716.59	1745.19
c48880	48880	33187.0	33187_72	14.0	29.44	0.00792432999798	0.00818822840585	9151.0	0.072907	-1.1044	0.87949	-0.0066933	0.028511	0.0557690942048	0.0167114	9151.0	0.892246030424	0.145182	False	0.997931050083	0.000899464326885	1716.59	1746.03
c1337	1337	2993.0	2993_15	14.0	29.44	0.00770017804358	0.0078826261128	9018.0	0.076608	-1.0811	0.86978	-0.0029609	0.028707	0.0605905828623	0.0119075	9018.0	0.534855609417	0.665139	False	0.995928532621	0.00177182523288	1716.59	1746.03
c77253	77253	56749.0	56749_69	14.0	29.86	0.00246628715995	0.00242272047357	9145.0	0.09751	-0.96639	0.78314	-0.062287	0.027314	0.106160593252	-0.0132364	9145.0	0.76583925955	0.31919	False	0.997092304798	0.0012646354609	1716.59	1746.45
c19866	19866	8696.0	8696_6	14.0	30.49	0.00231455247744	0.00236019760696	9003.0	0.073207	-1.1024	0.87881	-0.0059466	0.028492	0.0561050098761	0.0289257	9003.0	0.986765794321	0.0177775	False	0.998457980632	0.000670207371573	1716.59	1747.08
c44755	44755	29685.0	29685_87	14.0	31.12	0.00323632869961	0.00331498034498	9182.0	0.084208	-1.0364	0.84199	-0.037895	0.027701	0.0746930664227	0.00241421	9182.0	0.163855769964	-1.49211	False	0.872646538712	0.0591616295721	1716.59	1747.71
c6305	6305	45203.0	45203_27	14.0	31.12	0.00340454725219	0.00343036084389	9046.0	0.09991	-0.95468	0.76972	-0.0689	0.027161	0.113667228814	-0.00724367	9046.0	0.534298189171	-0.666047	False	0.995928532621	0.00177182523288	1716.59	1747.71
c11040	11040	934.0	934_60	14.0	31.12	0.00149551358426	0.00151317254066	9118.0	0.085209	-1.0308	0.83837	-0.031124	0.027919	0.0765642707558	0.0191078	9118.0	0.170822576778	1.46783	False	0.881077563307	0.0549858579515	1716.59	1747.71
c7481	7481	54797.0	54797_86	14.0	31.12	0.00729948732541	0.00752450288228	9181.0	0.076208	-1.0836	0.87108	0.00066055	0.028651	0.0599419575491	0.0321852	9181.0	0.130390078583	1.62109	False	0.830784472948	0.0805116288631	1716.59	1747.71
c70689	70689	51436.0	51436_27	14.0	31.12	0.0097871464786	0.00969722171855	9048.0	0.077608	-1.075	0.86649	-0.0285	0.027877	0.062236445033	0.00748578	9048.0	0.136218230382	1.59693	False	0.836011025598	0.0777879948999	1716.59	1747.71
c54691	54691	38122.0	38122_65	14.0	31.54	0.00405970302763	0.00404013926892	9136.0	0.10191	-0.9451	0.75772	-0.076496	0.02705	0.120491249408	-0.0160583	9136.0	0.966263166725	-0.0453301	False	0.997931050083	0.000899464326885	1716.59	1748.13
c58169	58169	41077.0	41077_10	14.0	31.54	0.0052566854874	0.00534117310643	9011.0	0.080108	-1.0601	0.85706	-0.03724	0.027657	0.0669887734598	0.00855667	9011.0	0.647117281741	-0.490615	False	0.995928532621	0.00177182523288	1716.59	1748.13
c52199	52199	36019.0	36019_75	14.0	31.96	0.00342644701251	0.00362196662575	9154.0	0.072307	-1.1082	0.88079	0.012343	0.029014	0.0551276247464	0.0304203	9154.0	0.793515782848	-0.280528	False	0.997092304798	0.0012646354609	1716.59	1748.55
c10547	10547	492.0	492_85	14.0	31.96	0.00521855940402	0.005350084295	9178.0	0.075408	-1.0885	0.87333	-0.016876	0.028191	0.0588216210156	0.0177501	9178.0	0.922266721715	0.10458	False	0.997931050083	0.000899464326885	1716.59	1748.55
c13257	13257	2882.0	2882_91	14.0	31.96	0.0081383579578	0.00812084621888	9194.0	0.078608	-1.069	0.86279	-0.032643	0.027747	0.0640948971462	0.00349569	9194.0	0.867396499442	-0.178946	False	0.997812014992	0.000951270878414	1716.59	1748.55
c17276	17276	6426.0	6426_92	14.0	31.96	0.0111504204581	0.0115287101682	9197.0	0.070207	-1.122	0.88436	0.0024622	0.028634	0.0533709089836	0.0339505	9197.0	0.303593416183	-1.10257	False	0.960109622396	0.0176791777064	1716.59	1748.55
c3459	3459	21192.0	21192_61	14.0	31.96	0.0072202589174	0.00717495867758	9121.0	0.11811	-0.87312	0.64165	-0.10067	0.026643	0.192701801398	-0.0229224	9121.0	0.0542989888228	-2.06252	False	0.652377095362	0.185501295229	1716.59	1748.55
c53077	53077	36759.0	36759_33	14.0	31.96	0.00372153495574	0.00413459414829	9059.0	0.18112	-0.65526	0.39556	0.17434	0.037099	0.402787631781	0.0831717	9059.0	0.92014866966	-0.107439	False	0.997931050083	0.000899464326885	1716.59	1748.55
c28299	28299	15883.0	15883_69	14.0	31.96	0.00499062124706	0.00487631666762	9143.0	0.13141	-0.82017	0.5431	-0.12538	0.026341	0.265120197207	-0.0269179	9143.0	0.781196534939	-0.297689	False	0.997092304798	0.0012646354609	1716.59	1748.55
c67345	67345	48726.0	48726_80	14.0	31.96	0.00214800089442	0.00225519035617	9166.0	0.086009	-1.0264	0.83528	0.029755	0.029761	0.0781679172457	0.0448106	9166.0	0.67968195009	0.442522	False	0.997092304798	0.0012646354609	1716.59	1748.55
c87976	87976	65987.0	65987_46	14.0	36.9	0.00500037700553	0.00521924265549	9085.0	0.069607	-1.126	0.88524	-0.012401	0.028254	0.052938970494	0.0204305	9085.0	0.525274713628	0.680813	False	0.995928532621	0.00177182523288	1716.59	1753.49
c25753	25753	13725.0	13725_26	14.0	42.56	0.00267188527268	0.0027329264663	9041.0	0.071107	-1.1161	0.88297	-0.015246	0.028078	0.054054051865	0.025801	9041.0	0.00154014409447	-3.39424	False	0.135263692809	0.868818760157	1716.59	1759.15
c43003	43003	28191.0	28191_57	14.0	42.56	0.00229029334228	0.00226375131919	9112.0	0.09961	-0.95613	0.77162	-0.077888	0.027041	0.112596524189	-0.0248149	9112.0	0.856641865879	-0.193612	False	0.997812014992	0.000951270878414	1716.59	1759.15
c20825	20825	9547.0	9547_72	14.0	42.56	0.00540892676088	0.0052837166146	9150.0	0.10651	-0.9237	0.7288	-0.087336	0.026848	0.137391636035	-0.0175523	9150.0	0.00884173097928	2.80596	False	0.297291569698	0.526817405917	1716.59	1759.15
c42446	42446	27732.0	27732_52	14.0	43.83	0.00521008190781	0.00534104297003	9101.0	0.062106	-1.179	0.89002	0.0028701	0.028497	0.0506002340382	0.031723	9101.0	0.935547130404	-0.0866699	False	0.997931050083	0.000899464326885	1716.59	1760.42
c1609	1609	5397.0	5397_63	14.0	44.12	0.00507633597338	0.00538255910204	9130.0	0.088109	-1.0149	0.82641	0.045023	0.030379	0.0828044362627	0.0428415	9130.0	0.421348980962	-0.861775	False	0.989668322549	0.00451033047487	1716.59	1760.71
c74966	74966	54919.0	54919_49	14.0	44.25	0.00349728653377	0.00347946983867	9092.0	0.081608	-1.0513	0.85197	-0.038496	0.027699	0.0695756975618	0.00725458	9092.0	0.728221089372	0.372425	False	0.997092304798	0.0012646354609	1716.59	1760.84
c2239	2239	10904.0	10904_20	14.0	45.09	0.00785491120147	0.0079824138377	9027.0	0.069707	-1.1253	0.88509	-0.013633	0.028206	0.0530125660072	0.0220898	9027.0	0.115257339985	-1.688	False	0.804474345591	0.0944878008452	1716.59	1761.68
c57778	57778	40748.0	40748_57	14.0	45.09	0.0156482918284	0.0157108393919	9113.0	0.083408	-1.041	0.84503	-0.039876	0.027686	0.073127872585	0.00237118	9113.0	0.533976639625	0.666571	False	0.995928532621	0.00177182523288	1716.59	1761.68
c9252	9252	67226.0	67226_37	14.0	45.09	0.00411707178179	0.00410381681774	9067.0	0.09901	-0.95904	0.77543	-0.06661	0.027239	0.110457400927	-0.00310697	9067.0	0.858745151968	0.190741	False	0.997812014992	0.000951270878414	1716.59	1761.68
c42340	42340	27637.0	27637_66	14.0	45.09	0.0051837756931	0.00535304080139	9137.0	0.085009	-1.032	0.83917	-0.043719	0.027579	0.0761500503952	0.0195204	9137.0	0.0169892540056	-2.5582	False	0.413783602195	0.383226723959	1716.59	1761.68
c66407	66407	47978.0	47978_14	14.0	45.09	0.00473460970636	0.00496176801502	9017.0	0.064706	-1.16	0.88913	0.015811	0.028976	0.0510347360432	0.0497877	9017.0	0.593632572182	0.571863	False	0.995928532621	0.00177182523288	1716.59	1761.68
c60344	60344	42931.0	42931_62	14.0	45.09	0.0051017147374	0.00528505256505	9128.0	0.074907	-1.0917	0.87459	0.024654	0.029418	0.0581954926551	0.0491017	9128.0	0.276942311054	-1.16522	False	0.950441239631	0.0220747279233	1716.59	1761.68
c42189	42189	27507.0	27507_68	14.0	45.09	0.00477010331177	0.00534090920649	9141.0	0.11491	-0.88662	0.66633	0.08541	0.032182	0.176310633166	0.0793299	9141.0	0.127986048691	-1.6313	False	0.824769729655	0.0836672867218	1716.59	1761.68
c16618	16618	5849.0	5849_50	14.0	45.09	0.00439815498126	0.00448752410281	9094.0	0.075908	-1.0854	0.872	-0.018195	0.028168	0.0594835150674	0.0133914	9094.0	0.618714131529	0.533381	False	0.995928532621	0.00177182523288	1716.59	1761.68
c8313	8313	61805.0	61805_53	14.0	45.09	0.00268146539895	0.00273757154148	9104.0	0.09841	-0.96197	0.77839	-0.059165	0.027454	0.108802752098	0.00222915	9104.0	0.200646323179	1.37153	False	0.900802144819	0.0453705884318	1716.59	1761.68
c61628	61628	44012.0	44012_15	14.0	45.09	0.00406579511534	0.00438073291258	9021.0	0.15992	-0.72043	0.43734	0.14369	0.03573	0.359180799388	0.0649714	9021.0	0.891681002212	0.145948	False	0.997931050083	0.000899464326885	1716.59	1761.68
c46127	46127	30856.0	30856_61	14.0	45.09	0.0122120667141	0.0124383447993	9123.0	0.072007	-1.1102	0.8814	-0.013119	0.028239	0.0548269538261	0.0162188	9123.0	0.296017519453	1.11999	False	0.955695279155	0.0196805592692	1716.59	1761.68
c69214	69214	50273.0	50273_62	14.0	45.09	0.00373656767228	0.00369382501275	9129.0	0.09841	-0.96197	0.77839	-0.064024	0.027292	0.108802752098	0.00294892	9129.0	0.746758713104	-0.346085	False	0.997092304798	0.0012646354609	1716.59	1761.68
c74690	74690	54693.0	54693_77	14.0	45.09	0.0028288872128	0.00279245402896	9161.0	0.094409	-0.98192	0.79848	-0.058333	0.027304	0.0977359574196	-0.00332118	9161.0	0.797255418619	0.275333	False	0.997092304798	0.0012646354609	1716.59	1761.68
c43576	43576	28678.0	28678_69	14.0	48.08	0.00204084236139	0.00204697132624	9144.0	0.073207	-1.1024	0.87881	-0.011706	0.028311	0.0561050098761	0.0206168	9144.0	0.568030945697	-0.611919	False	0.995928532621	0.00177182523288	1716.59	1764.67
c5994	5994	42604.0	42604_37	14.0	48.08	0.00481388083615	0.00531745893657	9066.0	0.073607	-1.0999	0.87787	-0.012671	0.028284	0.0565697921381	0.0848799	9066.0	0.741558639935	0.353452	False	0.997092304798	0.0012646354609	1716.59	1764.67
c33497	33497	20281.0	20281_91	14.0	48.08	0.00505296617689	0.00536193277746	9196.0	0.065707	-1.1529	0.88861	-0.009176	0.028313	0.0512888037213	0.0730794	9196.0	0.636100764549	-0.507106	False	0.995928532621	0.00177182523288	1716.59	1764.67
c23179	23179	11569.0	11569_50	14.0	48.08	0.00174050506941	0.00172338538934	9095.0	0.091709	-0.99581	0.81074	-0.059858	0.027374	0.0911183993884	-0.0105514	9095.0	0.836324647309	0.22142	False	0.997092304798	0.0012646354609	1716.59	1764.67
c20338	20338	9115.0	9115_12	14.0	48.08	0.0050828571978	0.00524342485232	9012.0	0.074907	-1.0917	0.87459	-0.015486	0.028253	0.0581954926551	0.0263277	9012.0	0.948701071254	0.0689542	False	0.997931050083	0.000899464326885	1716.59	1764.67
c57912	57912	40855.0	40855_70	14.0	51.53	0.00304615617824	0.00331365641687	9146.0	0.071507	-1.1134	0.88236	-0.00040285	0.028601	0.0543541879806	0.0337949	9146.0	0.449443911932	0.810609	False	0.992575543415	0.00323642981442	1716.59	1768.12
c6470	6470	46574.0	46574_90	14.0	51.53	0.00527963283897	0.00534461867939	9192.0	0.063106	-1.1716	0.8898	-0.017107	0.028025	0.050707598588	0.00977274	9192.0	0.0275042757303	-2.36244	False	0.491131404196	0.308802295082	1716.59	1768.12
c8924	8924	66566.0	66566_26	14.0	51.53	0.00479616031109	0.00538674508449	9043.0	0.12061	-0.86279	0.62014	0.085866	0.03253	0.207510255076	0.065487	9043.0	0.345527724857	-1.01098	False	0.976586299802	0.0102893725791	1716.59	1768.12
c63483	63483	45563.0	45563_23	14.0	51.53	0.00345748752967	0.00360132082724	9035.0	0.083808	-1.0387	0.84338	0.012582	0.029156	0.073976702103	0.0288253	9035.0	0.481192282608	-0.754925	False	0.995928532621	0.00177182523288	1716.59	1768.12
c47841	47841	32322.0	32322_24	14.0	51.53	0.00242554146567	0.0026201701937	9037.0	0.35524	-0.25888	0.22867	0.44094	0.052951	0.640790808236	0.0701489	9037.0	0.180513413619	1.43526	False	0.891582266696	0.049838578093	1716.59	1768.12
c21330	21330	9989.0	9989_86	14.0	51.53	0.00482090859822	0.0053862946314	9180.0	0.14161	-0.78258	0.49473	0.11657	0.034288	0.305631753595	0.0762474	9180.0	0.49736275018	-0.727337	False	0.995928532621	0.00177182523288	1716.59	1768.12
c15298	15298	4684.0	4684_46	14.0	51.53	0.00592508047905	0.00626694717551	9083.0	0.074707	-1.0929	0.8751	0.011642	0.029084	0.0579423161586	0.039064	9083.0	0.281540011497	1.15413	False	0.950441239631	0.0220747279233	1716.59	1768.12
c21711	21711	10317.0	10317_8	14.0	51.53	0.00470287512963	0.00504625328036	9006.0	0.064606	-1.1607	0.88919	-0.0052038	0.028356	0.051005430104	0.0362269	9006.0	0.429219113778	0.847248	False	0.99017039661	0.0042900620291	1716.59	1768.12
c63057	63057	45200.0	45200_27	14.0	51.53	0.00364671398877	0.00381913704499	9047.0	0.11931	-0.86814	0.62994	0.079952	0.032465	0.200700813895	0.0503029	9047.0	0.681693669928	0.439581	False	0.997092304798	0.0012646354609	1716.59	1768.12
c19794	19794	8636.0	8636_37	14.0	51.53	0.00443969610107	0.00505936881248	9065.0	0.75338	0.48497	0.0543	0.98949	0.082884	1.26520017041	0.104111	9065.0	0.272363435747	-1.17639	False	0.948419910004	0.0229993375345	1716.59	1768.12
c49847	49847	34037.0	34037_15	14.0	51.53	0.00471640861608	0.00497087598588	9020.0	0.070407	-1.1207	0.88408	0.0098089	0.028946	0.0535084340972	0.0365937	9020.0	0.530633802579	-0.672028	False	0.995928532621	0.00177182523288	1716.59	1768.12
c30334	30334	17600.0	17600_61	14.0	51.53	0.00484519287333	0.00496132907078	9120.0	0.073407	-1.1011	0.87832	0.010689	0.028948	0.0563472279267	0.035767	9120.0	0.771221065887	-0.311641	False	0.997092304798	0.0012646354609	1716.59	1768.12
c78091	78091	57455.0	57455_87	14.0	51.53	0.00379437542239	0.00382937224269	9184.0	0.071707	-1.1121	0.882	-0.015461	0.028093	0.0545314148682	0.0204289	9184.0	0.249357296307	1.23456	False	0.941153044625	0.0263397484838	1716.59	1768.12
c55605	55605	38901.0	38901_38	14.0	52.09	0.0049117152351	0.00536048826552	9070.0	0.58346	0.14635	0.1186	0.71401	0.065909	0.925915310972	0.110613	9070.0	0.000884020643779	3.56362	False	0.0974878238823	1.0110496238	1716.59	1768.68
c7420	7420	54306.0	54306_75	14.0	53.22	0.00138944470734	0.00138537554288	9155.0	0.077508	-1.0756	0.86681	-0.033216	0.027749	0.0620760870618	0.0128685	9155.0	0.703093336789	-0.408495	False	0.997092304798	0.0012646354609	1716.59	1769.81
c11009	11009	907.0	907_68	14.0	53.22	0.00314540559162	0.00317930947279	9140.0	0.061706	-1.182	0.8901	-0.0092451	0.028183	0.0505611989635	0.0325905	9140.0	0.803355310018	-0.266873	False	0.997092304798	0.0012646354609	1716.59	1769.81
c17895	17895	6971.0	6971_53	14.0	53.22	0.00935672605397	0.0093471578236	9102.0	0.083808	-1.0387	0.84338	-0.028696	0.027939	0.073976702103	0.00524733	9102.0	0.0505344843445	-2.09571	False	0.631767665219	0.19944260568	1716.59	1769.81
c21868	21868	10441.0	10441_29	14.0	53.22	0.00557755334572	0.00560862235305	9052.0	0.09931	-0.95758	0.77328	-0.071445	0.027155	0.111663222205	-0.0135757	9052.0	0.00501791087403	3.0072	False	0.241777492968	0.616584130004	1716.59	1769.81
